Anio;Periodo;DatoAfiliacionesTrabajo;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2019;Anual;12095;211;21;Alameda de Osuna;Barajas
2020;Anual;11469;211;21;Alameda de Osuna;Barajas
2021;Anual;9696;211;21;Alameda de Osuna;Barajas
2022;Anual;9350;211;21;Alameda de Osuna;Barajas
2010;Anual;4084;66;6;Berruguete;Tetuán
2011;Anual;3920;66;6;Berruguete;Tetuán
2012;Anual;3627;66;6;Berruguete;Tetuán
2013;Anual;3662;66;6;Berruguete;Tetuán
2014;Anual;3648;66;6;Berruguete;Tetuán
2015;Anual;3874;66;6;Berruguete;Tetuán
2016;Anual;3893;66;6;Berruguete;Tetuán
2017;Anual;4171;66;6;Berruguete;Tetuán
2018;Anual;3935;66;6;Berruguete;Tetuán
2019;Anual;4436;66;6;Berruguete;Tetuán
2020;Anual;4553;66;6;Berruguete;Tetuán
2021;Anual;3936;66;6;Berruguete;Tetuán
2022;Anual;4706;66;6;Berruguete;Tetuán
2010;Anual;2840;157;15;Colina;Ciudad Lineal
2011;Anual;2880;157;15;Colina;Ciudad Lineal
2012;Anual;2611;157;15;Colina;Ciudad Lineal
2013;Anual;2895;157;15;Colina;Ciudad Lineal
2014;Anual;4763;157;15;Colina;Ciudad Lineal
2015;Anual;5038;157;15;Colina;Ciudad Lineal
2016;Anual;4954;157;15;Colina;Ciudad Lineal
2017;Anual;5262;157;15;Colina;Ciudad Lineal
2018;Anual;4786;157;15;Colina;Ciudad Lineal
2019;Anual;5103;157;15;Colina;Ciudad Lineal
2020;Anual;4783;157;15;Colina;Ciudad Lineal
2021;Anual;3991;157;15;Colina;Ciudad Lineal
2022;Anual;2769;157;15;Colina;Ciudad Lineal
2010;Anual;7118;162;16;Piovera;Hortaleza
2011;Anual;6300;162;16;Piovera;Hortaleza
2012;Anual;5604;162;16;Piovera;Hortaleza
2013;Anual;7388;162;16;Piovera;Hortaleza
2014;Anual;7848;162;16;Piovera;Hortaleza
2015;Anual;7899;162;16;Piovera;Hortaleza
2016;Anual;7957;162;16;Piovera;Hortaleza
2017;Anual;8379;162;16;Piovera;Hortaleza
2018;Anual;8409;162;16;Piovera;Hortaleza
2019;Anual;8815;162;16;Piovera;Hortaleza
2020;Anual;8728;162;16;Piovera;Hortaleza
2021;Anual;7812;162;16;Piovera;Hortaleza
2022;Anual;8437;162;16;Piovera;Hortaleza
2010;Anual;23235;54;5;Hispanoamérica;Chamartín
2011;Anual;24981;54;5;Hispanoamérica;Chamartín
2012;Anual;21968;54;5;Hispanoamérica;Chamartín
2013;Anual;23918;54;5;Hispanoamérica;Chamartín
2014;Anual;23783;54;5;Hispanoamérica;Chamartín
2015;Anual;24309;54;5;Hispanoamérica;Chamartín
2016;Anual;23478;54;5;Hispanoamérica;Chamartín
2017;Anual;23828;54;5;Hispanoamérica;Chamartín
2018;Anual;22839;54;5;Hispanoamérica;Chamartín
2019;Anual;24396;54;5;Hispanoamérica;Chamartín
2020;Anual;24937;54;5;Hispanoamérica;Chamartín
2021;Anual;23414;54;5;Hispanoamérica;Chamartín
2022;Anual;25271;54;5;Hispanoamérica;Chamartín
2010;Anual;5686;61;6;Bellas Vistas;Tetuán
2011;Anual;6349;61;6;Bellas Vistas;Tetuán
2012;Anual;6080;61;6;Bellas Vistas;Tetuán
2013;Anual;6418;61;6;Bellas Vistas;Tetuán
2014;Anual;6278;61;6;Bellas Vistas;Tetuán
2015;Anual;6430;61;6;Bellas Vistas;Tetuán
2016;Anual;6530;61;6;Bellas Vistas;Tetuán
2017;Anual;6436;61;6;Bellas Vistas;Tetuán
2018;Anual;5922;61;6;Bellas Vistas;Tetuán
2019;Anual;6612;61;6;Bellas Vistas;Tetuán
2020;Anual;6747;61;6;Bellas Vistas;Tetuán
2021;Anual;6864;61;6;Bellas Vistas;Tetuán
2022;Anual;7392;61;6;Bellas Vistas;Tetuán
2010;Anual;1741;161;16;Palomas;Hortaleza
2011;Anual;2064;161;16;Palomas;Hortaleza
2012;Anual;2116;161;16;Palomas;Hortaleza
2013;Anual;3513;161;16;Palomas;Hortaleza
2014;Anual;3432;161;16;Palomas;Hortaleza
2015;Anual;3153;161;16;Palomas;Hortaleza
2016;Anual;3150;161;16;Palomas;Hortaleza
2017;Anual;3039;161;16;Palomas;Hortaleza
2018;Anual;3078;161;16;Palomas;Hortaleza
2019;Anual;4185;161;16;Palomas;Hortaleza
2020;Anual;4305;161;16;Palomas;Hortaleza
2021;Anual;4083;161;16;Palomas;Hortaleza
2022;Anual;4269;161;16;Palomas;Hortaleza
2010;Anual;56409;62;6;Cuatro Caminos;Tetuán
2011;Anual;50446;62;6;Cuatro Caminos;Tetuán
2012;Anual;48335;62;6;Cuatro Caminos;Tetuán
2013;Anual;48195;62;6;Cuatro Caminos;Tetuán
2014;Anual;47796;62;6;Cuatro Caminos;Tetuán
2015;Anual;50313;62;6;Cuatro Caminos;Tetuán
2016;Anual;68169;62;6;Cuatro Caminos;Tetuán
2017;Anual;69615;62;6;Cuatro Caminos;Tetuán
2018;Anual;84297;62;6;Cuatro Caminos;Tetuán
2019;Anual;101233;62;6;Cuatro Caminos;Tetuán
2020;Anual;104404;62;6;Cuatro Caminos;Tetuán
2021;Anual;104808;62;6;Cuatro Caminos;Tetuán
2022;Anual;121127;62;6;Cuatro Caminos;Tetuán
2010;Anual;15204;156;15;San Juan Bautista;Ciudad Lineal
2011;Anual;14422;156;15;San Juan Bautista;Ciudad Lineal
2012;Anual;14742;156;15;San Juan Bautista;Ciudad Lineal
2013;Anual;12467;156;15;San Juan Bautista;Ciudad Lineal
2014;Anual;12561;156;15;San Juan Bautista;Ciudad Lineal
2015;Anual;12773;156;15;San Juan Bautista;Ciudad Lineal
2016;Anual;13347;156;15;San Juan Bautista;Ciudad Lineal
2017;Anual;17136;156;15;San Juan Bautista;Ciudad Lineal
2018;Anual;17046;156;15;San Juan Bautista;Ciudad Lineal
2019;Anual;17126;156;15;San Juan Bautista;Ciudad Lineal
2020;Anual;17793;156;15;San Juan Bautista;Ciudad Lineal
2021;Anual;16263;156;15;San Juan Bautista;Ciudad Lineal
2022;Anual;18360;156;15;San Juan Bautista;Ciudad Lineal
2010;Anual;13998;52;5;Prosperidad;Chamartín
2011;Anual;13673;52;5;Prosperidad;Chamartín
2012;Anual;13239;52;5;Prosperidad;Chamartín
2013;Anual;14163;52;5;Prosperidad;Chamartín
2014;Anual;13763;52;5;Prosperidad;Chamartín
2015;Anual;13617;52;5;Prosperidad;Chamartín
2016;Anual;13298;52;5;Prosperidad;Chamartín
2017;Anual;13735;52;5;Prosperidad;Chamartín
2018;Anual;13006;52;5;Prosperidad;Chamartín
2019;Anual;13633;52;5;Prosperidad;Chamartín
2020;Anual;37616;52;5;Prosperidad;Chamartín
2021;Anual;47282;52;5;Prosperidad;Chamartín
2022;Anual;43381;52;5;Prosperidad;Chamartín
2010;Anual;13263;53;5;Ciudad Jardín;Chamartín
2011;Anual;13782;53;5;Ciudad Jardín;Chamartín
2012;Anual;12830;53;5;Ciudad Jardín;Chamartín
2013;Anual;13727;53;5;Ciudad Jardín;Chamartín
2014;Anual;13253;53;5;Ciudad Jardín;Chamartín
2015;Anual;13445;53;5;Ciudad Jardín;Chamartín
2016;Anual;13911;53;5;Ciudad Jardín;Chamartín
2017;Anual;13718;53;5;Ciudad Jardín;Chamartín
2018;Anual;14083;53;5;Ciudad Jardín;Chamartín
2019;Anual;14771;53;5;Ciudad Jardín;Chamartín
2020;Anual;15214;53;5;Ciudad Jardín;Chamartín
2021;Anual;14783;53;5;Ciudad Jardín;Chamartín
2022;Anual;15474;53;5;Ciudad Jardín;Chamartín
2010;Anual;56905;51;5;El Viso;Chamartín
2011;Anual;63688;51;5;El Viso;Chamartín
2012;Anual;66492;51;5;El Viso;Chamartín
2013;Anual;65385;51;5;El Viso;Chamartín
2014;Anual;63172;51;5;El Viso;Chamartín
2015;Anual;47688;51;5;El Viso;Chamartín
2016;Anual;34759;51;5;El Viso;Chamartín
2017;Anual;34430;51;5;El Viso;Chamartín
2018;Anual;36894;51;5;El Viso;Chamartín
2019;Anual;37279;51;5;El Viso;Chamartín
2020;Anual;37265;51;5;El Viso;Chamartín
2021;Anual;36324;51;5;El Viso;Chamartín
2022;Anual;39454;51;5;El Viso;Chamartín
2010;Anual;2647;91;9;Casa de Campo;Moncloa - Aravaca
2011;Anual;2836;91;9;Casa de Campo;Moncloa - Aravaca
2012;Anual;4873;91;9;Casa de Campo;Moncloa - Aravaca
2013;Anual;5284;91;9;Casa de Campo;Moncloa - Aravaca
2014;Anual;4952;91;9;Casa de Campo;Moncloa - Aravaca
2015;Anual;4859;91;9;Casa de Campo;Moncloa - Aravaca
2016;Anual;3702;91;9;Casa de Campo;Moncloa - Aravaca
2017;Anual;3836;91;9;Casa de Campo;Moncloa - Aravaca
2018;Anual;3740;91;9;Casa de Campo;Moncloa - Aravaca
2019;Anual;4018;91;9;Casa de Campo;Moncloa - Aravaca
2020;Anual;4089;91;9;Casa de Campo;Moncloa - Aravaca
2021;Anual;3929;91;9;Casa de Campo;Moncloa - Aravaca
2022;Anual;4495;91;9;Casa de Campo;Moncloa - Aravaca
2010;Anual;6433;206;20;Rejas;San Blas - Canillejas
2011;Anual;11716;206;20;Rejas;San Blas - Canillejas
2012;Anual;12097;206;20;Rejas;San Blas - Canillejas
2013;Anual;14180;206;20;Rejas;San Blas - Canillejas
2014;Anual;15517;206;20;Rejas;San Blas - Canillejas
2015;Anual;16152;206;20;Rejas;San Blas - Canillejas
2016;Anual;16453;206;20;Rejas;San Blas - Canillejas
2017;Anual;17982;206;20;Rejas;San Blas - Canillejas
2018;Anual;19158;206;20;Rejas;San Blas - Canillejas
2019;Anual;19536;206;20;Rejas;San Blas - Canillejas
2020;Anual;19893;206;20;Rejas;San Blas - Canillejas
2021;Anual;19534;206;20;Rejas;San Blas - Canillejas
2022;Anual;19272;206;20;Rejas;San Blas - Canillejas
2010;Anual;16115;208;20;El Salvador;San Blas - Canillejas
2011;Anual;19055;208;20;El Salvador;San Blas - Canillejas
2012;Anual;18560;208;20;El Salvador;San Blas - Canillejas
2013;Anual;18354;208;20;El Salvador;San Blas - Canillejas
2014;Anual;17588;208;20;El Salvador;San Blas - Canillejas
2015;Anual;18886;208;20;El Salvador;San Blas - Canillejas
2016;Anual;18230;208;20;El Salvador;San Blas - Canillejas
2017;Anual;17382;208;20;El Salvador;San Blas - Canillejas
2018;Anual;16171;208;20;El Salvador;San Blas - Canillejas
2019;Anual;15624;208;20;El Salvador;San Blas - Canillejas
2020;Anual;17390;208;20;El Salvador;San Blas - Canillejas
2021;Anual;18323;208;20;El Salvador;San Blas - Canillejas
2022;Anual;17794;208;20;El Salvador;San Blas - Canillejas
2010;Anual;3361;205;20;Rosas;San Blas - Canillejas
2011;Anual;3523;205;20;Rosas;San Blas - Canillejas
2012;Anual;3391;205;20;Rosas;San Blas - Canillejas
2013;Anual;4066;205;20;Rosas;San Blas - Canillejas
2014;Anual;3709;205;20;Rosas;San Blas - Canillejas
2015;Anual;4376;205;20;Rosas;San Blas - Canillejas
2016;Anual;4473;205;20;Rosas;San Blas - Canillejas
2017;Anual;5025;205;20;Rosas;San Blas - Canillejas
2018;Anual;4991;205;20;Rosas;San Blas - Canillejas
2019;Anual;5563;205;20;Rosas;San Blas - Canillejas
2020;Anual;6584;205;20;Rosas;San Blas - Canillejas
2021;Anual;6191;205;20;Rosas;San Blas - Canillejas
2022;Anual;6469;205;20;Rosas;San Blas - Canillejas
2010;Anual;2928;207;20;Canillejas;San Blas - Canillejas
2011;Anual;2884;207;20;Canillejas;San Blas - Canillejas
2012;Anual;2805;207;20;Canillejas;San Blas - Canillejas
2013;Anual;3024;207;20;Canillejas;San Blas - Canillejas
2014;Anual;3174;207;20;Canillejas;San Blas - Canillejas
2015;Anual;3182;207;20;Canillejas;San Blas - Canillejas
2016;Anual;3286;207;20;Canillejas;San Blas - Canillejas
2017;Anual;3503;207;20;Canillejas;San Blas - Canillejas
2018;Anual;3114;207;20;Canillejas;San Blas - Canillejas
2019;Anual;3844;207;20;Canillejas;San Blas - Canillejas
2020;Anual;3993;207;20;Canillejas;San Blas - Canillejas
2021;Anual;3747;207;20;Canillejas;San Blas - Canillejas
2022;Anual;3847;207;20;Canillejas;San Blas - Canillejas
2010;Anual;20516;155;15;San Pascual;Ciudad Lineal
2011;Anual;25569;155;15;San Pascual;Ciudad Lineal
2012;Anual;25796;155;15;San Pascual;Ciudad Lineal
2013;Anual;24719;155;15;San Pascual;Ciudad Lineal
2014;Anual;23531;155;15;San Pascual;Ciudad Lineal
2015;Anual;33339;155;15;San Pascual;Ciudad Lineal
2016;Anual;33363;155;15;San Pascual;Ciudad Lineal
2017;Anual;35091;155;15;San Pascual;Ciudad Lineal
2018;Anual;38199;155;15;San Pascual;Ciudad Lineal
2019;Anual;42205;155;15;San Pascual;Ciudad Lineal
2020;Anual;48417;155;15;San Pascual;Ciudad Lineal
2021;Anual;46154;155;15;San Pascual;Ciudad Lineal
2022;Anual;48083;155;15;San Pascual;Ciudad Lineal
2010;Anual;12288;76;7;Vallehermoso;Chamberí
2011;Anual;12802;76;7;Vallehermoso;Chamberí
2012;Anual;12300;76;7;Vallehermoso;Chamberí
2013;Anual;13328;76;7;Vallehermoso;Chamberí
2014;Anual;13500;76;7;Vallehermoso;Chamberí
2015;Anual;11855;76;7;Vallehermoso;Chamberí
2016;Anual;11450;76;7;Vallehermoso;Chamberí
2017;Anual;11598;76;7;Vallehermoso;Chamberí
2018;Anual;11817;76;7;Vallehermoso;Chamberí
2019;Anual;12699;76;7;Vallehermoso;Chamberí
2020;Anual;13297;76;7;Vallehermoso;Chamberí
2021;Anual;13380;76;7;Vallehermoso;Chamberí
2022;Anual;14589;76;7;Vallehermoso;Chamberí
2010;Anual;20869;75;7;Ríos Rosas;Chamberí
2011;Anual;21559;75;7;Ríos Rosas;Chamberí
2012;Anual;21128;75;7;Ríos Rosas;Chamberí
2013;Anual;21676;75;7;Ríos Rosas;Chamberí
2014;Anual;20122;75;7;Ríos Rosas;Chamberí
2015;Anual;18420;75;7;Ríos Rosas;Chamberí
2016;Anual;18914;75;7;Ríos Rosas;Chamberí
2017;Anual;19287;75;7;Ríos Rosas;Chamberí
2018;Anual;20428;75;7;Ríos Rosas;Chamberí
2019;Anual;21664;75;7;Ríos Rosas;Chamberí
2020;Anual;24687;75;7;Ríos Rosas;Chamberí
2021;Anual;23904;75;7;Ríos Rosas;Chamberí
2022;Anual;25811;75;7;Ríos Rosas;Chamberí
2010;Anual;5304;154;15;La Concepción;Ciudad Lineal
2011;Anual;5150;154;15;La Concepción;Ciudad Lineal
2012;Anual;4953;154;15;La Concepción;Ciudad Lineal
2013;Anual;5249;154;15;La Concepción;Ciudad Lineal
2014;Anual;5306;154;15;La Concepción;Ciudad Lineal
2015;Anual;6063;154;15;La Concepción;Ciudad Lineal
2016;Anual;6520;154;15;La Concepción;Ciudad Lineal
2017;Anual;6576;154;15;La Concepción;Ciudad Lineal
2018;Anual;6678;154;15;La Concepción;Ciudad Lineal
2019;Anual;6646;154;15;La Concepción;Ciudad Lineal
2020;Anual;6783;154;15;La Concepción;Ciudad Lineal
2021;Anual;6667;154;15;La Concepción;Ciudad Lineal
2022;Anual;6394;154;15;La Concepción;Ciudad Lineal
2010;Anual;17375;44;4;Guindalera;Salamanca
2011;Anual;17769;44;4;Guindalera;Salamanca
2012;Anual;16421;44;4;Guindalera;Salamanca
2013;Anual;18348;44;4;Guindalera;Salamanca
2014;Anual;18408;44;4;Guindalera;Salamanca
2015;Anual;17976;44;4;Guindalera;Salamanca
2016;Anual;17869;44;4;Guindalera;Salamanca
2017;Anual;19047;44;4;Guindalera;Salamanca
2018;Anual;19271;44;4;Guindalera;Salamanca
2019;Anual;19714;44;4;Guindalera;Salamanca
2020;Anual;21039;44;4;Guindalera;Salamanca
2021;Anual;19585;44;4;Guindalera;Salamanca
2022;Anual;21599;44;4;Guindalera;Salamanca
2010;Anual;53643;201;20;Simancas;San Blas - Canillejas
2011;Anual;53183;201;20;Simancas;San Blas - Canillejas
2012;Anual;53749;201;20;Simancas;San Blas - Canillejas
2013;Anual;51207;201;20;Simancas;San Blas - Canillejas
2014;Anual;53317;201;20;Simancas;San Blas - Canillejas
2015;Anual;57002;201;20;Simancas;San Blas - Canillejas
2016;Anual;55726;201;20;Simancas;San Blas - Canillejas
2017;Anual;58534;201;20;Simancas;San Blas - Canillejas
2018;Anual;63067;201;20;Simancas;San Blas - Canillejas
2019;Anual;63092;201;20;Simancas;San Blas - Canillejas
2020;Anual;64873;201;20;Simancas;San Blas - Canillejas
2021;Anual;66749;201;20;Simancas;San Blas - Canillejas
2022;Anual;69488;201;20;Simancas;San Blas - Canillejas
2010;Anual;5093;153;15;Quintana;Ciudad Lineal
2011;Anual;5088;153;15;Quintana;Ciudad Lineal
2012;Anual;4615;153;15;Quintana;Ciudad Lineal
2013;Anual;4681;153;15;Quintana;Ciudad Lineal
2014;Anual;4657;153;15;Quintana;Ciudad Lineal
2015;Anual;4698;153;15;Quintana;Ciudad Lineal
2016;Anual;4789;153;15;Quintana;Ciudad Lineal
2017;Anual;5163;153;15;Quintana;Ciudad Lineal
2018;Anual;5328;153;15;Quintana;Ciudad Lineal
2019;Anual;5710;153;15;Quintana;Ciudad Lineal
2020;Anual;6025;153;15;Quintana;Ciudad Lineal
2021;Anual;6011;153;15;Quintana;Ciudad Lineal
2022;Anual;6077;153;15;Quintana;Ciudad Lineal
2010;Anual;7797;71;7;Gaztambide;Chamberí
2011;Anual;7870;71;7;Gaztambide;Chamberí
2012;Anual;7730;71;7;Gaztambide;Chamberí
2013;Anual;8384;71;7;Gaztambide;Chamberí
2014;Anual;9038;71;7;Gaztambide;Chamberí
2015;Anual;9261;71;7;Gaztambide;Chamberí
2016;Anual;9299;71;7;Gaztambide;Chamberí
2017;Anual;9631;71;7;Gaztambide;Chamberí
2018;Anual;9230;71;7;Gaztambide;Chamberí
2019;Anual;9788;71;7;Gaztambide;Chamberí
2020;Anual;9879;71;7;Gaztambide;Chamberí
2021;Anual;9430;71;7;Gaztambide;Chamberí
2022;Anual;10969;71;7;Gaztambide;Chamberí
2010;Anual;15803;72;7;Arapiles;Chamberí
2011;Anual;14665;72;7;Arapiles;Chamberí
2012;Anual;14356;72;7;Arapiles;Chamberí
2013;Anual;15022;72;7;Arapiles;Chamberí
2014;Anual;15397;72;7;Arapiles;Chamberí
2015;Anual;16442;72;7;Arapiles;Chamberí
2016;Anual;16632;72;7;Arapiles;Chamberí
2017;Anual;16597;72;7;Arapiles;Chamberí
2018;Anual;16462;72;7;Arapiles;Chamberí
2019;Anual;17502;72;7;Arapiles;Chamberí
2020;Anual;17675;72;7;Arapiles;Chamberí
2021;Anual;16820;72;7;Arapiles;Chamberí
2022;Anual;14488;72;7;Arapiles;Chamberí
2010;Anual;23042;73;7;Trafalgar;Chamberí
2011;Anual;20953;73;7;Trafalgar;Chamberí
2012;Anual;19121;73;7;Trafalgar;Chamberí
2013;Anual;18306;73;7;Trafalgar;Chamberí
2014;Anual;16522;73;7;Trafalgar;Chamberí
2015;Anual;16056;73;7;Trafalgar;Chamberí
2016;Anual;16046;73;7;Trafalgar;Chamberí
2017;Anual;18160;73;7;Trafalgar;Chamberí
2018;Anual;18404;73;7;Trafalgar;Chamberí
2019;Anual;18759;73;7;Trafalgar;Chamberí
2020;Anual;19129;73;7;Trafalgar;Chamberí
2021;Anual;17833;73;7;Trafalgar;Chamberí
2022;Anual;17968;73;7;Trafalgar;Chamberí
2010;Anual;51378;74;7;Almagro;Chamberí
2011;Anual;50154;74;7;Almagro;Chamberí
2012;Anual;48917;74;7;Almagro;Chamberí
2013;Anual;52668;74;7;Almagro;Chamberí
2014;Anual;51631;74;7;Almagro;Chamberí
2015;Anual;51058;74;7;Almagro;Chamberí
2016;Anual;54988;74;7;Almagro;Chamberí
2017;Anual;58506;74;7;Almagro;Chamberí
2018;Anual;56603;74;7;Almagro;Chamberí
2019;Anual;60354;74;7;Almagro;Chamberí
2020;Anual;64134;74;7;Almagro;Chamberí
2021;Anual;63295;74;7;Almagro;Chamberí
2022;Anual;69722;74;7;Almagro;Chamberí
2010;Anual;27996;46;4;Castellana;Salamanca
2011;Anual;28835;46;4;Castellana;Salamanca
2012;Anual;28527;46;4;Castellana;Salamanca
2013;Anual;28716;46;4;Castellana;Salamanca
2014;Anual;29145;46;4;Castellana;Salamanca
2015;Anual;29280;46;4;Castellana;Salamanca
2016;Anual;29864;46;4;Castellana;Salamanca
2017;Anual;30251;46;4;Castellana;Salamanca
2018;Anual;30687;46;4;Castellana;Salamanca
2019;Anual;32875;46;4;Castellana;Salamanca
2020;Anual;34490;46;4;Castellana;Salamanca
2021;Anual;32985;46;4;Castellana;Salamanca
2022;Anual;35518;46;4;Castellana;Salamanca
2010;Anual;9732;152;15;Pueblo Nuevo;Ciudad Lineal
2011;Anual;9887;152;15;Pueblo Nuevo;Ciudad Lineal
2012;Anual;9448;152;15;Pueblo Nuevo;Ciudad Lineal
2013;Anual;9333;152;15;Pueblo Nuevo;Ciudad Lineal
2014;Anual;8357;152;15;Pueblo Nuevo;Ciudad Lineal
2015;Anual;8991;152;15;Pueblo Nuevo;Ciudad Lineal
2016;Anual;9032;152;15;Pueblo Nuevo;Ciudad Lineal
2017;Anual;8781;152;15;Pueblo Nuevo;Ciudad Lineal
2018;Anual;8894;152;15;Pueblo Nuevo;Ciudad Lineal
2019;Anual;9042;152;15;Pueblo Nuevo;Ciudad Lineal
2020;Anual;8893;152;15;Pueblo Nuevo;Ciudad Lineal
2021;Anual;8370;152;15;Pueblo Nuevo;Ciudad Lineal
2022;Anual;9124;152;15;Pueblo Nuevo;Ciudad Lineal
2010;Anual;18985;45;4;Lista;Salamanca
2011;Anual;19146;45;4;Lista;Salamanca
2012;Anual;17036;45;4;Lista;Salamanca
2013;Anual;17867;45;4;Lista;Salamanca
2014;Anual;17311;45;4;Lista;Salamanca
2015;Anual;17718;45;4;Lista;Salamanca
2016;Anual;16603;45;4;Lista;Salamanca
2017;Anual;17016;45;4;Lista;Salamanca
2018;Anual;16669;45;4;Lista;Salamanca
2019;Anual;17696;45;4;Lista;Salamanca
2020;Anual;17705;45;4;Lista;Salamanca
2021;Anual;17153;45;4;Lista;Salamanca
2022;Anual;17425;45;4;Lista;Salamanca
2010;Anual;19732;92;9;Argüelles;Moncloa - Aravaca
2011;Anual;20605;92;9;Argüelles;Moncloa - Aravaca
2012;Anual;20546;92;9;Argüelles;Moncloa - Aravaca
2013;Anual;20592;92;9;Argüelles;Moncloa - Aravaca
2014;Anual;19040;92;9;Argüelles;Moncloa - Aravaca
2015;Anual;19691;92;9;Argüelles;Moncloa - Aravaca
2016;Anual;17649;92;9;Argüelles;Moncloa - Aravaca
2017;Anual;18197;92;9;Argüelles;Moncloa - Aravaca
2018;Anual;17672;92;9;Argüelles;Moncloa - Aravaca
2019;Anual;17961;92;9;Argüelles;Moncloa - Aravaca
2020;Anual;17306;92;9;Argüelles;Moncloa - Aravaca
2021;Anual;16304;92;9;Argüelles;Moncloa - Aravaca
2022;Anual;16978;92;9;Argüelles;Moncloa - Aravaca
2010;Anual;257;202;20;Hellín;San Blas - Canillejas
2011;Anual;243;202;20;Hellín;San Blas - Canillejas
2012;Anual;252;202;20;Hellín;San Blas - Canillejas
2013;Anual;290;202;20;Hellín;San Blas - Canillejas
2014;Anual;338;202;20;Hellín;San Blas - Canillejas
2015;Anual;310;202;20;Hellín;San Blas - Canillejas
2016;Anual;305;202;20;Hellín;San Blas - Canillejas
2017;Anual;309;202;20;Hellín;San Blas - Canillejas
2018;Anual;297;202;20;Hellín;San Blas - Canillejas
