Anio;Periodo;DatoAfiliacionesTrabajoHombres;DatoAfiliacionesTrabajoMujer;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2015;Anual;12.377;11.664;215;21;Corralejos;Barajas
2016;Anual;11.771;11.594;215;21;Corralejos;Barajas
2017;Anual;12.142;12.116;215;21;Corralejos;Barajas
2018;Anual;13.162;13.400;215;21;Corralejos;Barajas
2019;Anual;14.080;14.372;215;21;Corralejos;Barajas
2020;Anual;14.606;14.533;215;21;Corralejos;Barajas
2021;Anual;15.218;15.598;215;21;Corralejos;Barajas
2022;Anual;10.906;9.902;215;21;Corralejos;Barajas
2010;Anual;4.307;4.042;163;16;Canillas;Hortaleza
2011;Anual;4.703;4.133;163;16;Canillas;Hortaleza
2012;Anual;4.943;4.281;163;16;Canillas;Hortaleza
2013;Anual;4.751;4.674;163;16;Canillas;Hortaleza
2014;Anual;4.712;4.750;163;16;Canillas;Hortaleza
2015;Anual;4.526;4.351;163;16;Canillas;Hortaleza
2016;Anual;4.787;4.573;163;16;Canillas;Hortaleza
2017;Anual;5.028;5.154;163;16;Canillas;Hortaleza
2018;Anual;4.358;4.813;163;16;Canillas;Hortaleza
2019;Anual;4.587;5.111;163;16;Canillas;Hortaleza
2020;Anual;4.726;5.092;163;16;Canillas;Hortaleza
2021;Anual;4.496;4.745;163;16;Canillas;Hortaleza
2022;Anual;4.314;4.794;163;16;Canillas;Hortaleza
2010;Anual;11.975;9.451;55;5;Nueva España;Chamartín
2011;Anual;11.797;9.303;55;5;Nueva España;Chamartín
2012;Anual;10.239;8.963;55;5;Nueva España;Chamartín
2013;Anual;9.869;10.806;55;5;Nueva España;Chamartín
2014;Anual;10.101;10.799;55;5;Nueva España;Chamartín
2015;Anual;10.181;10.966;55;5;Nueva España;Chamartín
2016;Anual;9.390;10.953;55;5;Nueva España;Chamartín
2017;Anual;10.103;11.782;55;5;Nueva España;Chamartín
2018;Anual;10.321;11.745;55;5;Nueva España;Chamartín
2019;Anual;10.971;12.102;55;5;Nueva España;Chamartín
2020;Anual;14.062;12.625;55;5;Nueva España;Chamartín
2021;Anual;11.374;11.348;55;5;Nueva España;Chamartín
2022;Anual;11.579;11.969;55;5;Nueva España;Chamartín
2010;Anual;332;283;158;15;Atalaya;Ciudad Lineal
2011;Anual;358;297;158;15;Atalaya;Ciudad Lineal
2012;Anual;243;273;158;15;Atalaya;Ciudad Lineal
2013;Anual;259;438;158;15;Atalaya;Ciudad Lineal
2014;Anual;257;456;158;15;Atalaya;Ciudad Lineal
2015;Anual;234;436;158;15;Atalaya;Ciudad Lineal
2016;Anual;236;465;158;15;Atalaya;Ciudad Lineal
2017;Anual;264;454;158;15;Atalaya;Ciudad Lineal
2018;Anual;232;390;158;15;Atalaya;Ciudad Lineal
2019;Anual;267;428;158;15;Atalaya;Ciudad Lineal
2020;Anual;247;439;158;15;Atalaya;Ciudad Lineal
2021;Anual;241;412;158;15;Atalaya;Ciudad Lineal
2022;Anual;258;438;158;15;Atalaya;Ciudad Lineal
2010;Anual;3.290;3.764;97;9;Aravaca;Moncloa - Aravaca
2011;Anual;3.109;3.889;97;9;Aravaca;Moncloa - Aravaca
2012;Anual;3.239;4.089;97;9;Aravaca;Moncloa - Aravaca
2013;Anual;3.328;6.033;97;9;Aravaca;Moncloa - Aravaca
2014;Anual;4.049;6.331;97;9;Aravaca;Moncloa - Aravaca
2015;Anual;4.579;6.706;97;9;Aravaca;Moncloa - Aravaca
2016;Anual;4.442;6.764;97;9;Aravaca;Moncloa - Aravaca
2017;Anual;4.298;6.750;97;9;Aravaca;Moncloa - Aravaca
2018;Anual;3.774;6.684;97;9;Aravaca;Moncloa - Aravaca
2019;Anual;3.786;7.380;97;9;Aravaca;Moncloa - Aravaca
2020;Anual;3.838;7.169;97;9;Aravaca;Moncloa - Aravaca
2021;Anual;4.001;7.155;97;9;Aravaca;Moncloa - Aravaca
2022;Anual;4.223;7.394;97;9;Aravaca;Moncloa - Aravaca
2010;Anual;15.550;12.131;63;6;Castillejos;Tetuán
2011;Anual;13.911;11.380;63;6;Castillejos;Tetuán
2012;Anual;14.281;11.596;63;6;Castillejos;Tetuán
2013;Anual;13.795;12.255;63;6;Castillejos;Tetuán
2014;Anual;13.310;11.933;63;6;Castillejos;Tetuán
2015;Anual;14.083;13.441;63;6;Castillejos;Tetuán
2016;Anual;13.259;13.113;63;6;Castillejos;Tetuán
2017;Anual;13.193;13.413;63;6;Castillejos;Tetuán
2018;Anual;13.953;13.590;63;6;Castillejos;Tetuán
2019;Anual;14.225;14.610;63;6;Castillejos;Tetuán
2020;Anual;16.322;17.440;63;6;Castillejos;Tetuán
2021;Anual;15.652;16.518;63;6;Castillejos;Tetuán
2022;Anual;17.007;18.381;63;6;Castillejos;Tetuán
2010;Anual;2.085;2.836;211;21;Alameda de Osuna;Barajas
2011;Anual;2.136;2.997;211;21;Alameda de Osuna;Barajas
2012;Anual;2.211;3.076;211;21;Alameda de Osuna;Barajas
2013;Anual;1.832;3.568;211;21;Alameda de Osuna;Barajas
2014;Anual;1.882;3.590;211;21;Alameda de Osuna;Barajas
2015;Anual;3.135;4.837;211;21;Alameda de Osuna;Barajas
2016;Anual;5.009;10.105;211;21;Alameda de Osuna;Barajas
2017;Anual;4.906;9.664;211;21;Alameda de Osuna;Barajas
2018;Anual;4.248;7.263;211;21;Alameda de Osuna;Barajas
2019;Anual;4.548;7.547;211;21;Alameda de Osuna;Barajas
2020;Anual;4.294;7.175;211;21;Alameda de Osuna;Barajas
2021;Anual;3.920;5.776;211;21;Alameda de Osuna;Barajas
2022;Anual;3.791;5.559;211;21;Alameda de Osuna;Barajas
2010;Anual;2.454;1.630;66;6;Berruguete;Tetuán
2011;Anual;2.225;1.695;66;6;Berruguete;Tetuán
2012;Anual;2.036;1.591;66;6;Berruguete;Tetuán
2013;Anual;1.931;1.731;66;6;Berruguete;Tetuán
2014;Anual;1.901;1.747;66;6;Berruguete;Tetuán
2015;Anual;1.955;1.919;66;6;Berruguete;Tetuán
2016;Anual;1.972;1.921;66;6;Berruguete;Tetuán
2017;Anual;2.099;2.072;66;6;Berruguete;Tetuán
2018;Anual;1.955;1.980;66;6;Berruguete;Tetuán
2019;Anual;2.170;2.266;66;6;Berruguete;Tetuán
2020;Anual;2.150;2.403;66;6;Berruguete;Tetuán
2021;Anual;2.011;1.925;66;6;Berruguete;Tetuán
2022;Anual;2.197;2.509;66;6;Berruguete;Tetuán
2010;Anual;1.340;1.500;157;15;Colina;Ciudad Lineal
2011;Anual;1.363;1.517;157;15;Colina;Ciudad Lineal
2012;Anual;1.340;1.271;157;15;Colina;Ciudad Lineal
2013;Anual;1.316;1.579;157;15;Colina;Ciudad Lineal
2014;Anual;2.290;2.473;157;15;Colina;Ciudad Lineal
2015;Anual;2.385;2.653;157;15;Colina;Ciudad Lineal
2016;Anual;2.379;2.575;157;15;Colina;Ciudad Lineal
2017;Anual;2.514;2.748;157;15;Colina;Ciudad Lineal
2018;Anual;2.420;2.366;157;15;Colina;Ciudad Lineal
2019;Anual;2.508;2.595;157;15;Colina;Ciudad Lineal
2020;Anual;2.399;2.384;157;15;Colina;Ciudad Lineal
2021;Anual;1.896;2.095;157;15;Colina;Ciudad Lineal
2022;Anual;1.280;1.489;157;15;Colina;Ciudad Lineal
2010;Anual;3.022;4.096;162;16;Piovera;Hortaleza
2011;Anual;2.900;3.400;162;16;Piovera;Hortaleza
2012;Anual;2.641;2.963;162;16;Piovera;Hortaleza
2013;Anual;2.786;4.602;162;16;Piovera;Hortaleza
2014;Anual;2.939;4.909;162;16;Piovera;Hortaleza
2015;Anual;3.123;4.776;162;16;Piovera;Hortaleza
2016;Anual;3.111;4.846;162;16;Piovera;Hortaleza
2017;Anual;3.362;5.017;162;16;Piovera;Hortaleza
2018;Anual;3.368;5.041;162;16;Piovera;Hortaleza
2019;Anual;3.504;5.311;162;16;Piovera;Hortaleza
2020;Anual;3.472;5.256;162;16;Piovera;Hortaleza
2021;Anual;3.043;4.769;162;16;Piovera;Hortaleza
2022;Anual;3.285;5.152;162;16;Piovera;Hortaleza
2010;Anual;11.558;11.677;54;5;Hispanoamérica;Chamartín
2011;Anual;12.274;12.707;54;5;Hispanoamérica;Chamartín
2012;Anual;10.901;11.067;54;5;Hispanoamérica;Chamartín
2013;Anual;10.793;13.125;54;5;Hispanoamérica;Chamartín
2014;Anual;10.593;13.190;54;5;Hispanoamérica;Chamartín
2015;Anual;11.020;13.289;54;5;Hispanoamérica;Chamartín
2016;Anual;10.761;12.717;54;5;Hispanoamérica;Chamartín
2017;Anual;11.041;12.787;54;5;Hispanoamérica;Chamartín
2018;Anual;10.622;12.217;54;5;Hispanoamérica;Chamartín
2019;Anual;11.374;13.022;54;5;Hispanoamérica;Chamartín
2020;Anual;11.613;13.324;54;5;Hispanoamérica;Chamartín
2021;Anual;10.834;12.580;54;5;Hispanoamérica;Chamartín
2022;Anual;11.746;13.525;54;5;Hispanoamérica;Chamartín
2010;Anual;3.255;2.431;61;6;Bellas Vistas;Tetuán
2011;Anual;3.293;3.056;61;6;Bellas Vistas;Tetuán
2012;Anual;3.106;2.974;61;6;Bellas Vistas;Tetuán
2013;Anual;3.114;3.304;61;6;Bellas Vistas;Tetuán
2014;Anual;3.073;3.205;61;6;Bellas Vistas;Tetuán
2015;Anual;3.157;3.273;61;6;Bellas Vistas;Tetuán
2016;Anual;3.263;3.267;61;6;Bellas Vistas;Tetuán
2017;Anual;3.309;3.127;61;6;Bellas Vistas;Tetuán
2018;Anual;3.005;2.917;61;6;Bellas Vistas;Tetuán
2019;Anual;3.394;3.218;61;6;Bellas Vistas;Tetuán
2020;Anual;3.448;3.299;61;6;Bellas Vistas;Tetuán
2021;Anual;3.314;3.550;61;6;Bellas Vistas;Tetuán
2022;Anual;3.509;3.883;61;6;Bellas Vistas;Tetuán
2010;Anual;791;950;161;16;Palomas;Hortaleza
2011;Anual;1.022;1.042;161;16;Palomas;Hortaleza
2012;Anual;995;1.121;161;16;Palomas;Hortaleza
2013;Anual;1.490;2.023;161;16;Palomas;Hortaleza
2014;Anual;1.377;2.055;161;16;Palomas;Hortaleza
2015;Anual;1.280;1.873;161;16;Palomas;Hortaleza
2016;Anual;1.318;1.832;161;16;Palomas;Hortaleza
2017;Anual;1.258;1.781;161;16;Palomas;Hortaleza
2018;Anual;1.266;1.812;161;16;Palomas;Hortaleza
2019;Anual;1.739;2.446;161;16;Palomas;Hortaleza
2020;Anual;1.812;2.493;161;16;Palomas;Hortaleza
2021;Anual;1.696;2.387;161;16;Palomas;Hortaleza
2022;Anual;1.806;2.463;161;16;Palomas;Hortaleza
2010;Anual;27.781;28.628;62;6;Cuatro Caminos;Tetuán
2011;Anual;27.022;23.424;62;6;Cuatro Caminos;Tetuán
2012;Anual;25.520;22.815;62;6;Cuatro Caminos;Tetuán
2013;Anual;24.312;23.883;62;6;Cuatro Caminos;Tetuán
2014;Anual;23.959;23.837;62;6;Cuatro Caminos;Tetuán
2015;Anual;25.666;24.647;62;6;Cuatro Caminos;Tetuán
2016;Anual;39.977;28.192;62;6;Cuatro Caminos;Tetuán
2017;Anual;42.074;27.541;62;6;Cuatro Caminos;Tetuán
2018;Anual;49.961;34.336;62;6;Cuatro Caminos;Tetuán
2019;Anual;62.331;38.902;62;6;Cuatro Caminos;Tetuán
2020;Anual;67.311;37.093;62;6;Cuatro Caminos;Tetuán
2021;Anual;69.181;35.627;62;6;Cuatro Caminos;Tetuán
2022;Anual;78.754;42.373;62;6;Cuatro Caminos;Tetuán
2010;Anual;7.608;7.596;156;15;San Juan Bautista;Ciudad Lineal
2011;Anual;7.346;7.076;156;15;San Juan Bautista;Ciudad Lineal
2012;Anual;7.835;6.907;156;15;San Juan Bautista;Ciudad Lineal
2013;Anual;6.222;6.245;156;15;San Juan Bautista;Ciudad Lineal
2014;Anual;6.178;6.383;156;15;San Juan Bautista;Ciudad Lineal
2015;Anual;6.281;6.492;156;15;San Juan Bautista;Ciudad Lineal
2016;Anual;6.532;6.815;156;15;San Juan Bautista;Ciudad Lineal
2017;Anual;8.278;8.858;156;15;San Juan Bautista;Ciudad Lineal
2018;Anual;8.171;8.875;156;15;San Juan Bautista;Ciudad Lineal
2019;Anual;8.074;9.052;156;15;San Juan Bautista;Ciudad Lineal
2020;Anual;8.577;9.216;156;15;San Juan Bautista;Ciudad Lineal
2021;Anual;7.611;8.652;156;15;San Juan Bautista;Ciudad Lineal
2022;Anual;8.670;9.690;156;15;San Juan Bautista;Ciudad Lineal
2010;Anual;7.427;6.571;52;5;Prosperidad;Chamartín
2011;Anual;7.163;6.510;52;5;Prosperidad;Chamartín
2012;Anual;6.881;6.358;52;5;Prosperidad;Chamartín
2013;Anual;6.520;7.643;52;5;Prosperidad;Chamartín
2014;Anual;6.260;7.503;52;5;Prosperidad;Chamartín
2015;Anual;5.975;7.642;52;5;Prosperidad;Chamartín
2016;Anual;5.784;7.514;52;5;Prosperidad;Chamartín
2017;Anual;6.049;7.686;52;5;Prosperidad;Chamartín
2018;Anual;5.634;7.372;52;5;Prosperidad;Chamartín
2019;Anual;5.855;7.778;52;5;Prosperidad;Chamartín
2020;Anual;11.970;25.646;52;5;Prosperidad;Chamartín
2021;Anual;14.423;32.859;52;5;Prosperidad;Chamartín
2022;Anual;13.655;29.726;52;5;Prosperidad;Chamartín
2010;Anual;6.982;6.281;53;5;Ciudad Jardín;Chamartín
2011;Anual;7.468;6.314;53;5;Ciudad Jardín;Chamartín
2012;Anual;6.916;5.914;53;5;Ciudad Jardín;Chamartín
2013;Anual;7.035;6.692;53;5;Ciudad Jardín;Chamartín
2014;Anual;6.849;6.404;53;5;Ciudad Jardín;Chamartín
2015;Anual;7.046;6.399;53;5;Ciudad Jardín;Chamartín
2016;Anual;7.152;6.759;53;5;Ciudad Jardín;Chamartín
2017;Anual;7.129;6.589;53;5;Ciudad Jardín;Chamartín
2018;Anual;7.420;6.663;53;5;Ciudad Jardín;Chamartín
2019;Anual;7.804;6.967;53;5;Ciudad Jardín;Chamartín
2020;Anual;7.959;7.255;53;5;Ciudad Jardín;Chamartín
2021;Anual;7.776;7.007;53;5;Ciudad Jardín;Chamartín
2022;Anual;8.191;7.283;53;5;Ciudad Jardín;Chamartín
2010;Anual;28.911;27.994;51;5;El Viso;Chamartín
2011;Anual;32.117;31.571;51;5;El Viso;Chamartín
2012;Anual;31.562;34.930;51;5;El Viso;Chamartín
2013;Anual;30.002;35.383;51;5;El Viso;Chamartín
2014;Anual;28.103;35.069;51;5;El Viso;Chamartín
2015;Anual;19.235;28.453;51;5;El Viso;Chamartín
2016;Anual;14.733;20.026;51;5;El Viso;Chamartín
2017;Anual;14.574;19.856;51;5;El Viso;Chamartín
2018;Anual;15.785;21.109;51;5;El Viso;Chamartín
2019;Anual;16.218;21.061;51;5;El Viso;Chamartín
2020;Anual;16.214;21.051;51;5;El Viso;Chamartín
2021;Anual;15.910;20.414;51;5;El Viso;Chamartín
2022;Anual;17.472;21.982;51;5;El Viso;Chamartín
2010;Anual;1.422;1.225;91;9;Casa de Campo;Moncloa - Aravaca
2011;Anual;1.440;1.396;91;9;Casa de Campo;Moncloa - Aravaca
2012;Anual;2.637;2.236;91;9;Casa de Campo;Moncloa - Aravaca
2013;Anual;2.909;2.375;91;9;Casa de Campo;Moncloa - Aravaca
2014;Anual;2.685;2.267;91;9;Casa de Campo;Moncloa - Aravaca
2015;Anual;2.560;2.299;91;9;Casa de Campo;Moncloa - Aravaca
2016;Anual;1.726;1.976;91;9;Casa de Campo;Moncloa - Aravaca
2017;Anual;1.826;2.010;91;9;Casa de Campo;Moncloa - Aravaca
2018;Anual;1.742;1.998;91;9;Casa de Campo;Moncloa - Aravaca
2019;Anual;1.861;2.157;91;9;Casa de Campo;Moncloa - Aravaca
2020;Anual;1.882;2.207;91;9;Casa de Campo;Moncloa - Aravaca
2021;Anual;1.804;2.125;91;9;Casa de Campo;Moncloa - Aravaca
2022;Anual;1.994;2.501;91;9;Casa de Campo;Moncloa - Aravaca
2010;Anual;4.557;1.876;206;20;Rejas;San Blas - Canillejas
2011;Anual;7.751;3.965;206;20;Rejas;San Blas - Canillejas
2012;Anual;8.563;3.534;206;20;Rejas;San Blas - Canillejas
2013;Anual;9.719;4.461;206;20;Rejas;San Blas - Canillejas
2014;Anual;10.717;4.800;206;20;Rejas;San Blas - Canillejas
2015;Anual;10.848;5.304;206;20;Rejas;San Blas - Canillejas
2016;Anual;10.955;5.498;206;20;Rejas;San Blas - Canillejas
2017;Anual;11.563;6.419;206;20;Rejas;San Blas - Canillejas
2018;Anual;12.133;7.025;206;20;Rejas;San Blas - Canillejas
2019;Anual;12.422;7.114;206;20;Rejas;San Blas - Canillejas
2020;Anual;12.638;7.255;206;20;Rejas;San Blas - Canillejas
2021;Anual;12.693;6.841;206;20;Rejas;San Blas - Canillejas
2022;Anual;12.201;7.071;206;20;Rejas;San Blas - Canillejas
2010;Anual;7.487;8.628;208;20;El Salvador;San Blas - Canillejas
2011;Anual;8.628;10.427;208;20;El Salvador;San Blas - Canillejas
2012;Anual;8.529;10.031;208;20;El Salvador;San Blas - Canillejas
2013;Anual;8.152;10.202;208;20;El Salvador;San Blas - Canillejas
2014;Anual;7.919;9.669;208;20;El Salvador;San Blas - Canillejas
2015;Anual;8.232;10.654;208;20;El Salvador;San Blas - Canillejas
2016;Anual;7.764;10.466;208;20;El Salvador;San Blas - Canillejas
2017;Anual;7.358;10.024;208;20;El Salvador;San Blas - Canillejas
2018;Anual;6.765;9.406;208;20;El Salvador;San Blas - Canillejas
2019;Anual;6.033;9.591;208;20;El Salvador;San Blas - Canillejas
2020;Anual;6.832;10.558;208;20;El Salvador;San Blas - Canillejas
2021;Anual;7.269;11.054;208;20;El Salvador;San Blas - Canillejas
2022;Anual;6.685;11.109;208;20;El Salvador;San Blas - Canillejas
2010;Anual;1.740;1.621;205;20;Rosas;San Blas - Canillejas
2011;Anual;1.856;1.667;205;20;Rosas;San Blas - Canillejas
2012;Anual;1.650;1.741;205;20;Rosas;San Blas - Canillejas
2013;Anual;1.699;2.367;205;20;Rosas;San Blas - Canillejas
2014;Anual;1.686;2.023;205;20;Rosas;San Blas - Canillejas
2015;Anual;1.897;2.479;205;20;Rosas;San Blas - Canillejas
2016;Anual;1.936;2.537;205;20;Rosas;San Blas - Canillejas
2017;Anual;2.236;2.789;205;20;Rosas;San Blas - Canillejas
2018;Anual;2.137;2.854;205;20;Rosas;San Blas - Canillejas
2019;Anual;2.513;3.050;205;20;Rosas;San Blas - Canillejas
2020;Anual;3.193;3.391;205;20;Rosas;San Blas - Canillejas
2021;Anual;3.050;3.141;205;20;Rosas;San Blas - Canillejas
2022;Anual;3.050;3.419;205;20;Rosas;San Blas - Canillejas
2010;Anual;1.683;1.245;207;20;Canillejas;San Blas - Canillejas
2011;Anual;1.651;1.233;207;20;Canillejas;San Blas - Canillejas
2012;Anual;1.606;1.199;207;20;Canillejas;San Blas - Canillejas
2013;Anual;1.567;1.457;207;20;Canillejas;San Blas - Canillejas
2014;Anual;1.671;1.503;207;20;Canillejas;San Blas - Canillejas
2015;Anual;1.727;1.455;207;20;Canillejas;San Blas - Canillejas
2016;Anual;1.793;1.493;207;20;Canillejas;San Blas - Canillejas
2017;Anual;1.911;1.592;207;20;Canillejas;San Blas - Canillejas
2018;Anual;1.688;1.426;207;20;Canillejas;San Blas - Canillejas
2019;Anual;2.069;1.775;207;20;Canillejas;San Blas - Canillejas
2020;Anual;2.108;1.885;207;20;Canillejas;San Blas - Canillejas
2021;Anual;2.044;1.703;207;20;Canillejas;San Blas - Canillejas
2022;Anual;2.039;1.808;207;20;Canillejas;San Blas - Canillejas
2010;Anual;10.948;9.568;155;15;San Pascual;Ciudad Lineal
2011;Anual;12.554;13.015;155;15;San Pascual;Ciudad Lineal
2012;Anual;12.703;13.093;155;15;San Pascual;Ciudad Lineal
2013;Anual;11.670;13.049;155;15;San Pascual;Ciudad Lineal
2014;Anual;10.346;13.185;155;15;San Pascual;Ciudad Lineal
2015;Anual;16.162;17.177;155;15;San Pascual;Ciudad Lineal
2016;Anual;16.330;17.033;155;15;San Pascual;Ciudad Lineal
2017;Anual;16.999;18.092;155;15;San Pascual;Ciudad Lineal
2018;Anual;18.671;19.528;155;15;San Pascual;Ciudad Lineal
2019;Anual;20.963;21.242;155;15;San Pascual;Ciudad Lineal
2020;Anual;23.393;25.024;155;15;San Pascual;Ciudad Lineal
2021;Anual;22.210;23.944;155;15;San Pascual;Ciudad Lineal
2022;Anual;23.621;24.462;155;15;San Pascual;Ciudad Lineal
2010;Anual;5.558;6.730;76;7;Vallehermoso;Chamberí
2011;Anual;5.576;7.226;76;7;Vallehermoso;Chamberí
2012;Anual;5.230;7.070;76;7;Vallehermoso;Chamberí
2013;Anual;5.016;8.312;76;7;Vallehermoso;Chamberí
2014;Anual;4.940;8.560;76;7;Vallehermoso;Chamberí
2015;Anual;4.399;7.456;76;7;Vallehermoso;Chamberí
2016;Anual;4.420;7.030;76;7;Vallehermoso;Chamberí
2017;Anual;4.484;7.114;76;7;Vallehermoso;Chamberí
2018;Anual;4.628;7.189;76;7;Vallehermoso;Chamberí
2019;Anual;5.053;7.646;76;7;Vallehermoso;Chamberí
2020;Anual;5.488;7.809;76;7;Vallehermoso;Chamberí
2021;Anual;5.434;7.946;76;7;Vallehermoso;Chamberí
2022;Anual;5.926;8.663;76;7;Vallehermoso;Chamberí
2010;Anual;10.334;10.535;75;7;Ríos Rosas;Chamberí
2011;Anual;10.863;10.696;75;7;Ríos Rosas;Chamberí
2012;Anual;10.782;10.346;75;7;Ríos Rosas;Chamberí
2013;Anual;10.046;11.630;75;7;Ríos Rosas;Chamberí
2014;Anual;9.505;10.617;75;7;Ríos Rosas;Chamberí
2015;Anual;8.634;9.786;75;7;Ríos Rosas;Chamberí
2016;Anual;8.710;10.204;75;7;Ríos Rosas;Chamberí
2017;Anual;8.900;10.387;75;7;Ríos Rosas;Chamberí
2018;Anual;9.300;11.128;75;7;Ríos Rosas;Chamberí
