Anio;Periodo;DatoAfiliacionesTrabajoHombres;DatoAfiliacionesTrabajoMujer;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2014;Anual;2.307;1.696;112;11;Opañel;Carabanchel
2015;Anual;2.882;2.022;112;11;Opañel;Carabanchel
2016;Anual;3.105;2.615;112;11;Opañel;Carabanchel
2017;Anual;2.636;2.034;112;11;Opañel;Carabanchel
2018;Anual;2.365;1.908;112;11;Opañel;Carabanchel
2019;Anual;2.753;2.286;112;11;Opañel;Carabanchel
2020;Anual;2.658;2.214;112;11;Opañel;Carabanchel
2021;Anual;2.648;1.954;112;11;Opañel;Carabanchel
2022;Anual;2.652;2.000;112;11;Opañel;Carabanchel
2010;Anual;2.379;2.080;125;12;Moscardó;Usera
2011;Anual;2.314;2.128;125;12;Moscardó;Usera
2012;Anual;2.174;1.992;125;12;Moscardó;Usera
2013;Anual;2.048;2.133;125;12;Moscardó;Usera
2014;Anual;1.959;2.041;125;12;Moscardó;Usera
2015;Anual;2.109;2.276;125;12;Moscardó;Usera
2016;Anual;2.131;2.270;125;12;Moscardó;Usera
2017;Anual;2.165;2.190;125;12;Moscardó;Usera
2018;Anual;2.205;2.599;125;12;Moscardó;Usera
2019;Anual;2.573;2.970;125;12;Moscardó;Usera
2020;Anual;2.518;2.916;125;12;Moscardó;Usera
2021;Anual;2.357;2.688;125;12;Moscardó;Usera
2022;Anual;2.505;2.927;125;12;Moscardó;Usera
2010;Anual;5.379;4.177;24;2;Legazpi;Arganzuela
2011;Anual;5.182;4.262;24;2;Legazpi;Arganzuela
2012;Anual;5.688;4.501;24;2;Legazpi;Arganzuela
2013;Anual;5.623;5.064;24;2;Legazpi;Arganzuela
2014;Anual;5.450;5.214;24;2;Legazpi;Arganzuela
2015;Anual;5.501;5.443;24;2;Legazpi;Arganzuela
2016;Anual;5.558;5.775;24;2;Legazpi;Arganzuela
2017;Anual;5.926;6.560;24;2;Legazpi;Arganzuela
2018;Anual;5.764;6.645;24;2;Legazpi;Arganzuela
2019;Anual;5.780;5.617;24;2;Legazpi;Arganzuela
2020;Anual;5.917;5.696;24;2;Legazpi;Arganzuela
2021;Anual;5.565;5.539;24;2;Legazpi;Arganzuela
2022;Anual;5.766;5.857;24;2;Legazpi;Arganzuela
2010;Anual;2.109;2.055;133;13;Palomeras Bajas;Puente de Vallecas
2011;Anual;2.136;2.138;133;13;Palomeras Bajas;Puente de Vallecas
2012;Anual;1.987;1.985;133;13;Palomeras Bajas;Puente de Vallecas
2013;Anual;1.824;1.951;133;13;Palomeras Bajas;Puente de Vallecas
2014;Anual;1.825;1.981;133;13;Palomeras Bajas;Puente de Vallecas
2015;Anual;1.853;1.888;133;13;Palomeras Bajas;Puente de Vallecas
2016;Anual;1.916;1.930;133;13;Palomeras Bajas;Puente de Vallecas
2017;Anual;1.948;1.887;133;13;Palomeras Bajas;Puente de Vallecas
2018;Anual;2.078;2.033;133;13;Palomeras Bajas;Puente de Vallecas
2019;Anual;2.309;2.171;133;13;Palomeras Bajas;Puente de Vallecas
2020;Anual;2.416;2.198;133;13;Palomeras Bajas;Puente de Vallecas
2021;Anual;2.419;2.104;133;13;Palomeras Bajas;Puente de Vallecas
2022;Anual;2.235;2.112;133;13;Palomeras Bajas;Puente de Vallecas
2010;Anual;3.523;3.270;134;13;Palomeras Sureste;Puente de Vallecas
2011;Anual;3.841;3.500;134;13;Palomeras Sureste;Puente de Vallecas
2012;Anual;3.640;3.522;134;13;Palomeras Sureste;Puente de Vallecas
2013;Anual;3.808;3.513;134;13;Palomeras Sureste;Puente de Vallecas
2014;Anual;3.322;2.220;134;13;Palomeras Sureste;Puente de Vallecas
2015;Anual;3.975;3.337;134;13;Palomeras Sureste;Puente de Vallecas
2016;Anual;3.812;3.443;134;13;Palomeras Sureste;Puente de Vallecas
2017;Anual;3.714;3.312;134;13;Palomeras Sureste;Puente de Vallecas
2018;Anual;3.803;3.679;134;13;Palomeras Sureste;Puente de Vallecas
2019;Anual;4.060;3.802;134;13;Palomeras Sureste;Puente de Vallecas
2020;Anual;4.142;3.885;134;13;Palomeras Sureste;Puente de Vallecas
2021;Anual;3.904;3.738;134;13;Palomeras Sureste;Puente de Vallecas
2022;Anual;4.061;3.954;134;13;Palomeras Sureste;Puente de Vallecas
2010;Anual;2.080;1.850;107;10;Águilas;Latina
2011;Anual;2.223;1.991;107;10;Águilas;Latina
2012;Anual;2.201;2.063;107;10;Águilas;Latina
2013;Anual;2.017;1.913;107;10;Águilas;Latina
2014;Anual;2.094;1.957;107;10;Águilas;Latina
2015;Anual;2.210;2.069;107;10;Águilas;Latina
2016;Anual;2.270;2.111;107;10;Águilas;Latina
2017;Anual;2.360;2.100;107;10;Águilas;Latina
2018;Anual;2.359;2.136;107;10;Águilas;Latina
2019;Anual;2.636;2.244;107;10;Águilas;Latina
2020;Anual;2.580;2.238;107;10;Águilas;Latina
2021;Anual;2.334;2.040;107;10;Águilas;Latina
2022;Anual;2.294;2.084;107;10;Águilas;Latina
2010;Anual;1.997;947;131;13;Entrevías;Puente de Vallecas
2011;Anual;2.337;1.040;131;13;Entrevías;Puente de Vallecas
2012;Anual;2.215;1.069;131;13;Entrevías;Puente de Vallecas
2013;Anual;1.804;1.001;131;13;Entrevías;Puente de Vallecas
2014;Anual;1.858;1.114;131;13;Entrevías;Puente de Vallecas
2015;Anual;2.142;1.174;131;13;Entrevías;Puente de Vallecas
2016;Anual;2.195;1.136;131;13;Entrevías;Puente de Vallecas
2017;Anual;2.415;1.195;131;13;Entrevías;Puente de Vallecas
2018;Anual;2.266;1.125;131;13;Entrevías;Puente de Vallecas
2019;Anual;2.662;1.351;131;13;Entrevías;Puente de Vallecas
2020;Anual;2.550;1.350;131;13;Entrevías;Puente de Vallecas
2021;Anual;2.520;1.334;131;13;Entrevías;Puente de Vallecas
2022;Anual;2.537;1.296;131;13;Entrevías;Puente de Vallecas
2010;Anual;3.556;2.800;114;11;Vista Alegre;Carabanchel
2011;Anual;3.475;2.646;114;11;Vista Alegre;Carabanchel
2012;Anual;3.265;2.663;114;11;Vista Alegre;Carabanchel
2013;Anual;3.077;2.848;114;11;Vista Alegre;Carabanchel
2014;Anual;3.072;2.932;114;11;Vista Alegre;Carabanchel
2015;Anual;3.038;2.968;114;11;Vista Alegre;Carabanchel
2016;Anual;3.078;2.959;114;11;Vista Alegre;Carabanchel
2017;Anual;3.211;2.973;114;11;Vista Alegre;Carabanchel
2018;Anual;3.024;2.885;114;11;Vista Alegre;Carabanchel
2019;Anual;3.523;3.359;114;11;Vista Alegre;Carabanchel
2020;Anual;3.593;3.524;114;11;Vista Alegre;Carabanchel
2021;Anual;3.379;3.304;114;11;Vista Alegre;Carabanchel
2022;Anual;3.547;3.499;114;11;Vista Alegre;Carabanchel
2010;Anual;1.197;872;182;18;Santa Eugenia;Villa de Vallecas
2011;Anual;1.443;965;182;18;Santa Eugenia;Villa de Vallecas
2012;Anual;1.143;894;182;18;Santa Eugenia;Villa de Vallecas
2013;Anual;1.107;1.168;182;18;Santa Eugenia;Villa de Vallecas
2014;Anual;1.059;913;182;18;Santa Eugenia;Villa de Vallecas
2015;Anual;1.081;942;182;18;Santa Eugenia;Villa de Vallecas
2016;Anual;1.091;984;182;18;Santa Eugenia;Villa de Vallecas
2017;Anual;1.123;988;182;18;Santa Eugenia;Villa de Vallecas
2018;Anual;1.868;939;182;18;Santa Eugenia;Villa de Vallecas
2019;Anual;2.149;1.025;182;18;Santa Eugenia;Villa de Vallecas
2020;Anual;2.115;1.046;182;18;Santa Eugenia;Villa de Vallecas
2021;Anual;2.041;1.004;182;18;Santa Eugenia;Villa de Vallecas
2022;Anual;2.077;1.018;182;18;Santa Eugenia;Villa de Vallecas
2010;Anual;3.270;3.801;124;12;Almendrales;Usera
2011;Anual;3.215;3.880;124;12;Almendrales;Usera
2012;Anual;2.989;3.621;124;12;Almendrales;Usera
2013;Anual;3.055;3.700;124;12;Almendrales;Usera
2014;Anual;3.032;3.639;124;12;Almendrales;Usera
2015;Anual;2.962;3.444;124;12;Almendrales;Usera
2016;Anual;2.948;3.249;124;12;Almendrales;Usera
2017;Anual;2.462;3.396;124;12;Almendrales;Usera
2018;Anual;2.474;6.748;124;12;Almendrales;Usera
2019;Anual;2.675;9.320;124;12;Almendrales;Usera
2020;Anual;2.557;9.007;124;12;Almendrales;Usera
2021;Anual;2.462;5.156;124;12;Almendrales;Usera
2022;Anual;2.519;5.120;124;12;Almendrales;Usera
2010;Anual;2.058;1.503;115;11;Puerta Bonita;Carabanchel
2011;Anual;2.000;1.543;115;11;Puerta Bonita;Carabanchel
2012;Anual;1.920;1.455;115;11;Puerta Bonita;Carabanchel
2013;Anual;1.865;1.712;115;11;Puerta Bonita;Carabanchel
2014;Anual;1.763;1.708;115;11;Puerta Bonita;Carabanchel
2015;Anual;1.918;1.844;115;11;Puerta Bonita;Carabanchel
2016;Anual;1.978;1.815;115;11;Puerta Bonita;Carabanchel
2017;Anual;2.004;1.874;115;11;Puerta Bonita;Carabanchel
2018;Anual;1.966;1.921;115;11;Puerta Bonita;Carabanchel
2019;Anual;1.842;1.384;115;11;Puerta Bonita;Carabanchel
2020;Anual;1.900;1.478;115;11;Puerta Bonita;Carabanchel
2021;Anual;1.851;1.433;115;11;Puerta Bonita;Carabanchel
2022;Anual;1.855;1.437;115;11;Puerta Bonita;Carabanchel
2010;Anual;1.655;1.739;117;11;Abrantes;Carabanchel
2011;Anual;1.766;1.785;117;11;Abrantes;Carabanchel
2012;Anual;1.259;834;117;11;Abrantes;Carabanchel
2013;Anual;1.325;1.053;117;11;Abrantes;Carabanchel
2014;Anual;1.357;1.147;117;11;Abrantes;Carabanchel
2015;Anual;1.462;1.151;117;11;Abrantes;Carabanchel
2016;Anual;1.553;1.221;117;11;Abrantes;Carabanchel
2017;Anual;1.660;1.331;117;11;Abrantes;Carabanchel
2018;Anual;1.515;1.246;117;11;Abrantes;Carabanchel
2019;Anual;1.990;1.499;117;11;Abrantes;Carabanchel
2020;Anual;1.995;1.496;117;11;Abrantes;Carabanchel
2021;Anual;1.948;1.448;117;11;Abrantes;Carabanchel
2022;Anual;1.905;1.518;117;11;Abrantes;Carabanchel
2010;Anual;1.489;1.096;127;12;Pradolongo;Usera
2011;Anual;1.316;1.062;127;12;Pradolongo;Usera
2012;Anual;1.149;1.022;127;12;Pradolongo;Usera
2013;Anual;1.201;1.117;127;12;Pradolongo;Usera
2014;Anual;1.274;1.143;127;12;Pradolongo;Usera
2015;Anual;1.309;1.181;127;12;Pradolongo;Usera
2016;Anual;1.333;1.276;127;12;Pradolongo;Usera
2017;Anual;1.442;1.358;127;12;Pradolongo;Usera
2018;Anual;1.438;1.239;127;12;Pradolongo;Usera
2019;Anual;1.535;1.380;127;12;Pradolongo;Usera
2020;Anual;1.509;1.391;127;12;Pradolongo;Usera
2021;Anual;1.311;1.266;127;12;Pradolongo;Usera
2022;Anual;1.376;1.297;127;12;Pradolongo;Usera
2010;Anual;723;356;126;12;Zofío;Usera
2011;Anual;864;414;126;12;Zofío;Usera
2012;Anual;785;415;126;12;Zofío;Usera
2013;Anual;720;457;126;12;Zofío;Usera
2014;Anual;734;463;126;12;Zofío;Usera
2015;Anual;716;492;126;12;Zofío;Usera
2016;Anual;741;511;126;12;Zofío;Usera
2017;Anual;787;517;126;12;Zofío;Usera
2018;Anual;751;532;126;12;Zofío;Usera
2019;Anual;1.001;577;126;12;Zofío;Usera
2020;Anual;1.038;640;126;12;Zofío;Usera
2021;Anual;1.000;575;126;12;Zofío;Usera
2022;Anual;890;557;126;12;Zofío;Usera
2010;Anual;1.399;717;122;12;Orcasur;Usera
2011;Anual;1.350;695;122;12;Orcasur;Usera
2012;Anual;1.336;745;122;12;Orcasur;Usera
2013;Anual;1.347;1.009;122;12;Orcasur;Usera
2014;Anual;1.076;919;122;12;Orcasur;Usera
2015;Anual;1.178;999;122;12;Orcasur;Usera
2016;Anual;1.325;1.060;122;12;Orcasur;Usera
2017;Anual;1.352;1.027;122;12;Orcasur;Usera
2018;Anual;1.393;1.186;122;12;Orcasur;Usera
2019;Anual;1.500;1.272;122;12;Orcasur;Usera
2020;Anual;1.631;1.331;122;12;Orcasur;Usera
2021;Anual;1.674;1.534;122;12;Orcasur;Usera
2022;Anual;1.740;1.570;122;12;Orcasur;Usera
2010;Anual;7.691;4.945;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2011;Anual;7.825;5.055;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2012;Anual;7.819;4.991;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2013;Anual;10.966;7.189;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2014;Anual;11.671;7.234;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2015;Anual;14.093;8.255;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2016;Anual;17.411;8.401;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2017;Anual;17.760;8.814;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2018;Anual;13.831;5.854;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2019;Anual;16.287;6.466;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2020;Anual;16.302;6.876;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2021;Anual;17.622;7.162;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2022;Anual;19.794;8.090;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2010;Anual;1.602;661;123;12;San Fermín;Usera
2011;Anual;1.639;3.340;123;12;San Fermín;Usera
2012;Anual;1.682;3.058;123;12;San Fermín;Usera
2013;Anual;1.680;1.151;123;12;San Fermín;Usera
2014;Anual;1.973;1.922;123;12;San Fermín;Usera
2015;Anual;2.075;2.529;123;12;San Fermín;Usera
2016;Anual;2.548;2.836;123;12;San Fermín;Usera
2017;Anual;2.517;2.852;123;12;San Fermín;Usera
2018;Anual;2.480;4.045;123;12;San Fermín;Usera
2019;Anual;2.679;3.762;123;12;San Fermín;Usera
2020;Anual;1.733;2.967;123;12;San Fermín;Usera
2021;Anual;1.532;1.025;123;12;San Fermín;Usera
2022;Anual;1.656;1.213;123;12;San Fermín;Usera
2010;Anual;243;480;106;10;Cuatro Vientos;Latina
2011;Anual;835;2.551;106;10;Cuatro Vientos;Latina
2012;Anual;868;2.641;106;10;Cuatro Vientos;Latina
2013;Anual;898;2.768;106;10;Cuatro Vientos;Latina
2014;Anual;860;2.778;106;10;Cuatro Vientos;Latina
2015;Anual;1.102;2.980;106;10;Cuatro Vientos;Latina
2016;Anual;1.174;3.012;106;10;Cuatro Vientos;Latina
2017;Anual;1.097;3.084;106;10;Cuatro Vientos;Latina
2018;Anual;1.112;3.035;106;10;Cuatro Vientos;Latina
2019;Anual;1.201;3.059;106;10;Cuatro Vientos;Latina
2020;Anual;1.222;3.018;106;10;Cuatro Vientos;Latina
2021;Anual;1.071;2.880;106;10;Cuatro Vientos;Latina
2022;Anual;1.071;2.652;106;10;Cuatro Vientos;Latina
2010;Anual;4.149;2.798;116;11;Buenavista;Carabanchel
2011;Anual;4.443;3.301;116;11;Buenavista;Carabanchel
2012;Anual;4.156;3.397;116;11;Buenavista;Carabanchel
2013;Anual;4.044;3.600;116;11;Buenavista;Carabanchel
2014;Anual;4.098;3.813;116;11;Buenavista;Carabanchel
2015;Anual;4.456;4.065;116;11;Buenavista;Carabanchel
2016;Anual;4.851;4.604;116;11;Buenavista;Carabanchel
2017;Anual;5.427;5.426;116;11;Buenavista;Carabanchel
2018;Anual;5.710;5.836;116;11;Buenavista;Carabanchel
2019;Anual;6.644;6.548;116;11;Buenavista;Carabanchel
2020;Anual;6.506;6.230;116;11;Buenavista;Carabanchel
2021;Anual;6.623;6.056;116;11;Buenavista;Carabanchel
2022;Anual;6.956;6.398;116;11;Buenavista;Carabanchel
2017;Anual;0;0;183;18;Ensanche de Vallecas;Villa de Vallecas
2018;Anual;4.841;2.784;183;18;Ensanche de Vallecas;Villa de Vallecas
2019;Anual;5.485;3.028;183;18;Ensanche de Vallecas;Villa de Vallecas
2020;Anual;5.976;3.764;183;18;Ensanche de Vallecas;Villa de Vallecas
2021;Anual;5.997;3.694;183;18;Ensanche de Vallecas;Villa de Vallecas
2022;Anual;6.427;4.198;183;18;Ensanche de Vallecas;Villa de Vallecas
2010;Anual;570;334;121;12;Orcasitas;Usera
2011;Anual;696;350;121;12;Orcasitas;Usera
2012;Anual;603;300;121;12;Orcasitas;Usera
2013;Anual;523;405;121;12;Orcasitas;Usera
2014;Anual;534;482;121;12;Orcasitas;Usera
2015;Anual;597;535;121;12;Orcasitas;Usera
2016;Anual;649;576;121;12;Orcasitas;Usera
2017;Anual;741;567;121;12;Orcasitas;Usera
2018;Anual;798;553;121;12;Orcasitas;Usera
2019;Anual;876;615;121;12;Orcasitas;Usera
2020;Anual;1.002;668;121;12;Orcasitas;Usera
2021;Anual;939;651;121;12;Orcasitas;Usera
2022;Anual;937;638;121;12;Orcasitas;Usera
2010;Anual;14.551;14.794;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2011;Anual;15.914;15.507;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2012;Anual;15.182;16.799;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2013;Anual;15.216;18.024;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2014;Anual;14.060;16.103;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2015;Anual;13.568;15.038;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2016;Anual;14.614;15.395;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2017;Anual;15.432;13.167;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2018;Anual;16.645;14.393;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2019;Anual;17.514;14.698;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2020;Anual;18.358;15.267;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2021;Anual;18.442;15.024;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2022;Anual;20.795;16.133;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2010;Anual;2.140;1.649;174;17;Los Rosales;Villaverde
2011;Anual;2.390;1.659;174;17;Los Rosales;Villaverde
2012;Anual;2.413;1.583;174;17;Los Rosales;Villaverde
2013;Anual;2.727;2.183;174;17;Los Rosales;Villaverde
2014;Anual;2.318;2.068;174;17;Los Rosales;Villaverde
2015;Anual;2.656;2.715;174;17;Los Rosales;Villaverde
2016;Anual;2.691;2.758;174;17;Los Rosales;Villaverde
2017;Anual;3.190;2.914;174;17;Los Rosales;Villaverde
2018;Anual;3.409;2.984;174;17;Los Rosales;Villaverde
2019;Anual;3.455;2.873;174;17;Los Rosales;Villaverde
2020;Anual;3.565;2.836;174;17;Los Rosales;Villaverde
2021;Anual;3.282;2.585;174;17;Los Rosales;Villaverde
2022;Anual;3.216;2.730;174;17;Los Rosales;Villaverde
2010;Anual;4.030;1.317;175;17;Ángeles;Villaverde
2011;Anual;3.881;1.392;175;17;Ángeles;Villaverde
2012;Anual;3.546;1.268;175;17;Ángeles;Villaverde
2013;Anual;3.244;1.443;175;17;Ángeles;Villaverde
2014;Anual;3.155;1.487;175;17;Ángeles;Villaverde
2015;Anual;3.395;1.664;175;17;Ángeles;Villaverde
2016;Anual;3.380;1.683;175;17;Ángeles;Villaverde
2017;Anual;3.395;1.847;175;17;Ángeles;Villaverde
2018;Anual;3.177;1.906;175;17;Ángeles;Villaverde
2019;Anual;3.185;1.888;175;17;Ángeles;Villaverde
2020;Anual;3.135;1.988;175;17;Ángeles;Villaverde
2021;Anual;3.110;1.938;175;17;Ángeles;Villaverde
2022;Anual;3.779;2.187;175;17;Ángeles;Villaverde
2010;Anual;2.239;766;173;17;Butarque;Villaverde
2011;Anual;1.920;663;173;17;Butarque;Villaverde
2012;Anual;1.824;632;173;17;Butarque;Villaverde
2013;Anual;1.639;694;173;17;Butarque;Villaverde
2014;Anual;1.459;735;173;17;Butarque;Villaverde
2015;Anual;1.415;728;173;17;Butarque;Villaverde
2016;Anual;1.492;771;173;17;Butarque;Villaverde
2017;Anual;1.367;746;173;17;Butarque;Villaverde
2018;Anual;922;566;173;17;Butarque;Villaverde
2019;Anual;883;562;173;17;Butarque;Villaverde
2020;Anual;944;610;173;17;Butarque;Villaverde
2021;Anual;812;576;173;17;Butarque;Villaverde
2022;Anual;881;608;173;17;Butarque;Villaverde
2010;Anual;234;186;172;17;San Cristóbal;Villaverde
2011;Anual;243;198;172;17;San Cristóbal;Villaverde
2012;Anual;219;197;172;17;San Cristóbal;Villaverde
2013;Anual;246;227;172;17;San Cristóbal;Villaverde
2014;Anual;230;239;172;17;San Cristóbal;Villaverde
2015;Anual;241;243;172;17;San Cristóbal;Villaverde
2016;Anual;268;249;172;17;San Cristóbal;Villaverde
2017;Anual;319;244;172;17;San Cristóbal;Villaverde
2018;Anual;384;273;172;17;San Cristóbal;Villaverde
2019;Anual;432;252;172;17;San Cristóbal;Villaverde
2020;Anual;458;246;172;17;San Cristóbal;Villaverde
2021;Anual;417;250;172;17;San Cristóbal;Villaverde
2022;Anual;452;298;172;17;San Cristóbal;Villaverde
