Anio;Periodo;DatoRentaMedia;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2015;Anual;41436.0838529902;91;9;Casa de Campo;Moncloa - Aravaca
2016;Anual;42565.0;91;9;Casa de Campo;Moncloa - Aravaca
2017;Anual;42796.0;91;9;Casa de Campo;Moncloa - Aravaca
2018;Anual;44964.0;91;9;Casa de Campo;Moncloa - Aravaca
2019;Anual;46382.0;91;9;Casa de Campo;Moncloa - Aravaca
2020;Anual;46362.0;91;9;Casa de Campo;Moncloa - Aravaca
2013;Anual;36235.7974671828;206;20;Rejas;San Blas - Canillejas
2014;Anual;36011.2595560324;206;20;Rejas;San Blas - Canillejas
2015;Anual;38202.7270639004;206;20;Rejas;San Blas - Canillejas
2016;Anual;38875.0;206;20;Rejas;San Blas - Canillejas
2017;Anual;39137.0;206;20;Rejas;San Blas - Canillejas
2018;Anual;40746.0;206;20;Rejas;San Blas - Canillejas
2019;Anual;41738.0;206;20;Rejas;San Blas - Canillejas
2020;Anual;41606.0;206;20;Rejas;San Blas - Canillejas
2013;Anual;50342.1891680415;208;20;El Salvador;San Blas - Canillejas
2014;Anual;53790.786705298;208;20;El Salvador;San Blas - Canillejas
2015;Anual;54441.1045863053;208;20;El Salvador;San Blas - Canillejas
2016;Anual;54991.0;208;20;El Salvador;San Blas - Canillejas
2017;Anual;54317.0;208;20;El Salvador;San Blas - Canillejas
2018;Anual;57320.0;208;20;El Salvador;San Blas - Canillejas
2019;Anual;58674.0;208;20;El Salvador;San Blas - Canillejas
2020;Anual;57409.0;208;20;El Salvador;San Blas - Canillejas
2013;Anual;41383.4904816153;205;20;Rosas;San Blas - Canillejas
2014;Anual;41992.8830891749;205;20;Rosas;San Blas - Canillejas
2015;Anual;43369.4685542836;205;20;Rosas;San Blas - Canillejas
2016;Anual;44106.0;205;20;Rosas;San Blas - Canillejas
2017;Anual;44886.0;205;20;Rosas;San Blas - Canillejas
2018;Anual;46723.0;205;20;Rosas;San Blas - Canillejas
2019;Anual;48223.0;205;20;Rosas;San Blas - Canillejas
2020;Anual;48314.0;205;20;Rosas;San Blas - Canillejas
2013;Anual;30527.1154862024;207;20;Canillejas;San Blas - Canillejas
2014;Anual;30764.4044872511;207;20;Canillejas;San Blas - Canillejas
2015;Anual;31306.0089447945;207;20;Canillejas;San Blas - Canillejas
2016;Anual;31510.0;207;20;Canillejas;San Blas - Canillejas
2017;Anual;32291.0;207;20;Canillejas;San Blas - Canillejas
2018;Anual;33554.0;207;20;Canillejas;San Blas - Canillejas
2019;Anual;35338.0;207;20;Canillejas;San Blas - Canillejas
2020;Anual;34162.0;207;20;Canillejas;San Blas - Canillejas
2013;Anual;41145.2389347173;155;15;San Pascual;Ciudad Lineal
2014;Anual;41228.1697897324;155;15;San Pascual;Ciudad Lineal
2015;Anual;42449.9468798582;155;15;San Pascual;Ciudad Lineal
2016;Anual;43945.0;155;15;San Pascual;Ciudad Lineal
2017;Anual;42809.0;155;15;San Pascual;Ciudad Lineal
2018;Anual;44222.0;155;15;San Pascual;Ciudad Lineal
2019;Anual;46170.0;155;15;San Pascual;Ciudad Lineal
2020;Anual;45513.0;155;15;San Pascual;Ciudad Lineal
2013;Anual;56802.0873146541;76;7;Vallehermoso;Chamberí
2014;Anual;56811.9140532508;76;7;Vallehermoso;Chamberí
2015;Anual;59458.5754002255;76;7;Vallehermoso;Chamberí
2016;Anual;58449.0;76;7;Vallehermoso;Chamberí
2017;Anual;60074.0;76;7;Vallehermoso;Chamberí
2018;Anual;61470.0;76;7;Vallehermoso;Chamberí
2019;Anual;63335.0;76;7;Vallehermoso;Chamberí
2020;Anual;63246.0;76;7;Vallehermoso;Chamberí
2013;Anual;45063.9335431639;75;7;Ríos Rosas;Chamberí
2014;Anual;47942.1651331615;75;7;Ríos Rosas;Chamberí
2015;Anual;47955.2791667397;75;7;Ríos Rosas;Chamberí
2016;Anual;49774.0;75;7;Ríos Rosas;Chamberí
2017;Anual;50373.0;75;7;Ríos Rosas;Chamberí
2018;Anual;53844.0;75;7;Ríos Rosas;Chamberí
2019;Anual;55838.0;75;7;Ríos Rosas;Chamberí
2020;Anual;55426.0;75;7;Ríos Rosas;Chamberí
2013;Anual;33489.0115740952;154;15;La Concepción;Ciudad Lineal
2014;Anual;33376.6418851805;154;15;La Concepción;Ciudad Lineal
2015;Anual;34263.2416840776;154;15;La Concepción;Ciudad Lineal
2016;Anual;34609.0;154;15;La Concepción;Ciudad Lineal
2017;Anual;35034.0;154;15;La Concepción;Ciudad Lineal
2018;Anual;37233.0;154;15;La Concepción;Ciudad Lineal
2019;Anual;38115.0;154;15;La Concepción;Ciudad Lineal
2020;Anual;38258.0;154;15;La Concepción;Ciudad Lineal
2013;Anual;44361.0249973359;44;4;Guindalera;Salamanca
2014;Anual;44887.6277451733;44;4;Guindalera;Salamanca
2015;Anual;46340.8740988493;44;4;Guindalera;Salamanca
2016;Anual;46916.0;44;4;Guindalera;Salamanca
2017;Anual;47779.0;44;4;Guindalera;Salamanca
2018;Anual;50064.0;44;4;Guindalera;Salamanca
2019;Anual;51211.0;44;4;Guindalera;Salamanca
2020;Anual;51932.0;44;4;Guindalera;Salamanca
2013;Anual;29510.1733002143;201;20;Simancas;San Blas - Canillejas
2014;Anual;29644.9132389055;201;20;Simancas;San Blas - Canillejas
2015;Anual;31368.0821042939;201;20;Simancas;San Blas - Canillejas
2016;Anual;31855.0;201;20;Simancas;San Blas - Canillejas
2017;Anual;32113.0;201;20;Simancas;San Blas - Canillejas
2018;Anual;33593.0;201;20;Simancas;San Blas - Canillejas
2019;Anual;34835.0;201;20;Simancas;San Blas - Canillejas
2020;Anual;34579.0;201;20;Simancas;San Blas - Canillejas
2013;Anual;29520.0513445879;153;15;Quintana;Ciudad Lineal
2014;Anual;29504.0108780101;153;15;Quintana;Ciudad Lineal
2015;Anual;30421.5557167099;153;15;Quintana;Ciudad Lineal
2016;Anual;30692.0;153;15;Quintana;Ciudad Lineal
2017;Anual;30972.0;153;15;Quintana;Ciudad Lineal
2018;Anual;32082.0;153;15;Quintana;Ciudad Lineal
2019;Anual;33678.0;153;15;Quintana;Ciudad Lineal
2020;Anual;33611.0;153;15;Quintana;Ciudad Lineal
2013;Anual;41122.2622573944;71;7;Gaztambide;Chamberí
2014;Anual;42284.7733234831;71;7;Gaztambide;Chamberí
2015;Anual;42607.6365402033;71;7;Gaztambide;Chamberí
2016;Anual;44361.0;71;7;Gaztambide;Chamberí
2017;Anual;45112.0;71;7;Gaztambide;Chamberí
2018;Anual;46630.0;71;7;Gaztambide;Chamberí
2019;Anual;48848.0;71;7;Gaztambide;Chamberí
2020;Anual;49435.0;71;7;Gaztambide;Chamberí
2013;Anual;41590.1229430118;72;7;Arapiles;Chamberí
2014;Anual;40170.2759776229;72;7;Arapiles;Chamberí
2015;Anual;42210.1517765152;72;7;Arapiles;Chamberí
2016;Anual;42935.0;72;7;Arapiles;Chamberí
2017;Anual;44265.0;72;7;Arapiles;Chamberí
2018;Anual;46882.0;72;7;Arapiles;Chamberí
2019;Anual;47824.0;72;7;Arapiles;Chamberí
2020;Anual;47995.0;72;7;Arapiles;Chamberí
2013;Anual;38017.9177252836;73;7;Trafalgar;Chamberí
2014;Anual;39427.8005748248;73;7;Trafalgar;Chamberí
2015;Anual;41126.2198025844;73;7;Trafalgar;Chamberí
2016;Anual;42777.0;73;7;Trafalgar;Chamberí
2017;Anual;43792.0;73;7;Trafalgar;Chamberí
2018;Anual;46190.0;73;7;Trafalgar;Chamberí
2019;Anual;47637.0;73;7;Trafalgar;Chamberí
2020;Anual;47561.0;73;7;Trafalgar;Chamberí
2013;Anual;65706.4822262821;74;7;Almagro;Chamberí
2014;Anual;69448.6491205254;74;7;Almagro;Chamberí
2015;Anual;68786.7092139108;74;7;Almagro;Chamberí
2016;Anual;69963.0;74;7;Almagro;Chamberí
2017;Anual;69696.0;74;7;Almagro;Chamberí
2018;Anual;68837.0;74;7;Almagro;Chamberí
2019;Anual;75303.0;74;7;Almagro;Chamberí
2020;Anual;72371.0;74;7;Almagro;Chamberí
2013;Anual;75552.7027060795;46;4;Castellana;Salamanca
2014;Anual;83081.6707080446;46;4;Castellana;Salamanca
2015;Anual;82811.1790116372;46;4;Castellana;Salamanca
2016;Anual;72529.0;46;4;Castellana;Salamanca
2017;Anual;72399.0;46;4;Castellana;Salamanca
2018;Anual;81380.0;46;4;Castellana;Salamanca
2019;Anual;78977.0;46;4;Castellana;Salamanca
2020;Anual;76960.0;46;4;Castellana;Salamanca
2013;Anual;29101.1919296734;152;15;Pueblo Nuevo;Ciudad Lineal
2014;Anual;29206.0894271439;152;15;Pueblo Nuevo;Ciudad Lineal
2015;Anual;30038.9555432669;152;15;Pueblo Nuevo;Ciudad Lineal
2016;Anual;30458.0;152;15;Pueblo Nuevo;Ciudad Lineal
2017;Anual;30975.0;152;15;Pueblo Nuevo;Ciudad Lineal
2018;Anual;32028.0;152;15;Pueblo Nuevo;Ciudad Lineal
2019;Anual;33620.0;152;15;Pueblo Nuevo;Ciudad Lineal
2020;Anual;33329.0;152;15;Pueblo Nuevo;Ciudad Lineal
2013;Anual;45891.1550569293;45;4;Lista;Salamanca
2014;Anual;46932.6376009174;45;4;Lista;Salamanca
2015;Anual;47375.4245291166;45;4;Lista;Salamanca
2016;Anual;49641.0;45;4;Lista;Salamanca
2017;Anual;51492.0;45;4;Lista;Salamanca
2018;Anual;54488.0;45;4;Lista;Salamanca
2019;Anual;56162.0;45;4;Lista;Salamanca
2020;Anual;56249.0;45;4;Lista;Salamanca
2013;Anual;49355.1255906607;92;9;Argüelles;Moncloa - Aravaca
2014;Anual;51925.5028312537;92;9;Argüelles;Moncloa - Aravaca
2015;Anual;53460.6435623358;92;9;Argüelles;Moncloa - Aravaca
2016;Anual;52003.0;92;9;Argüelles;Moncloa - Aravaca
2017;Anual;54446.0;92;9;Argüelles;Moncloa - Aravaca
2018;Anual;55125.0;92;9;Argüelles;Moncloa - Aravaca
2019;Anual;57820.0;92;9;Argüelles;Moncloa - Aravaca
2020;Anual;56921.0;92;9;Argüelles;Moncloa - Aravaca
2013;Anual;22647.0704632153;202;20;Hellín;San Blas - Canillejas
2014;Anual;22632.6587905443;202;20;Hellín;San Blas - Canillejas
2015;Anual;23534.7450276702;202;20;Hellín;San Blas - Canillejas
2016;Anual;24039.0;202;20;Hellín;San Blas - Canillejas
2017;Anual;24923.0;202;20;Hellín;San Blas - Canillejas
2018;Anual;25720.0;202;20;Hellín;San Blas - Canillejas
2019;Anual;26926.0;202;20;Hellín;San Blas - Canillejas
2020;Anual;26712.0;202;20;Hellín;San Blas - Canillejas
2013;Anual;27598.8951478563;151;15;Ventas;Ciudad Lineal
2014;Anual;27436.2870886206;151;15;Ventas;Ciudad Lineal
2015;Anual;28196.6239385058;151;15;Ventas;Ciudad Lineal
2016;Anual;28824.0;151;15;Ventas;Ciudad Lineal
2017;Anual;29319.0;151;15;Ventas;Ciudad Lineal
2018;Anual;30442.0;151;15;Ventas;Ciudad Lineal
2019;Anual;31858.0;151;15;Ventas;Ciudad Lineal
2020;Anual;31461.0;151;15;Ventas;Ciudad Lineal
2013;Anual;38598.715288622;43;4;Fuente del Berro;Salamanca
2014;Anual;39343.2939813271;43;4;Fuente del Berro;Salamanca
2015;Anual;40503.5590024741;43;4;Fuente del Berro;Salamanca
2016;Anual;41676.0;43;4;Fuente del Berro;Salamanca
2017;Anual;42630.0;43;4;Fuente del Berro;Salamanca
2018;Anual;44221.0;43;4;Fuente del Berro;Salamanca
2019;Anual;46273.0;43;4;Fuente del Berro;Salamanca
2020;Anual;46114.0;43;4;Fuente del Berro;Salamanca
2013;Anual;28782.5408047034;15;1;Universidad;Centro
2014;Anual;28883.0456959947;15;1;Universidad;Centro
2015;Anual;30701.6520392922;15;1;Universidad;Centro
2016;Anual;31866.0;15;1;Universidad;Centro
2017;Anual;33209.0;15;1;Universidad;Centro
2018;Anual;35344.0;15;1;Universidad;Centro
2019;Anual;37722.0;15;1;Universidad;Centro
2020;Anual;37188.0;15;1;Universidad;Centro
2013;Anual;78534.9370241884;41;4;Recoletos;Salamanca
2014;Anual;82755.0352598524;41;4;Recoletos;Salamanca
2015;Anual;84705.7178808273;41;4;Recoletos;Salamanca
2016;Anual;79782.0;41;4;Recoletos;Salamanca
2017;Anual;80387.0;41;4;Recoletos;Salamanca
2018;Anual;81692.0;41;4;Recoletos;Salamanca
2019;Anual;76740.0;41;4;Recoletos;Salamanca
2020;Anual;79782.0;41;4;Recoletos;Salamanca
2013;Anual;36413.5358867178;14;1;Justicia;Centro
2014;Anual;35913.3274475179;14;1;Justicia;Centro
2015;Anual;40314.882263767;14;1;Justicia;Centro
2016;Anual;41584.0;14;1;Justicia;Centro
2017;Anual;43045.0;14;1;Justicia;Centro
2018;Anual;48203.0;14;1;Justicia;Centro
2019;Anual;49357.0;14;1;Justicia;Centro
2020;Anual;48352.0;14;1;Justicia;Centro
2013;Anual;21317.2334949371;203;20;Amposta;San Blas - Canillejas
2014;Anual;20884.6508397181;203;20;Amposta;San Blas - Canillejas
2015;Anual;21841.9888400866;203;20;Amposta;San Blas - Canillejas
2016;Anual;21962.0;203;20;Amposta;San Blas - Canillejas
2017;Anual;22574.0;203;20;Amposta;San Blas - Canillejas
2018;Anual;23562.0;203;20;Amposta;San Blas - Canillejas
2019;Anual;24933.0;203;20;Amposta;San Blas - Canillejas
2020;Anual;24314.0;203;20;Amposta;San Blas - Canillejas
2013;Anual;46913.7553091718;42;4;Goya;Salamanca
2014;Anual;47231.6698925241;42;4;Goya;Salamanca
2015;Anual;48814.7378325123;42;4;Goya;Salamanca
2016;Anual;50739.0;42;4;Goya;Salamanca
2017;Anual;51783.0;42;4;Goya;Salamanca
2018;Anual;54456.0;42;4;Goya;Salamanca
2019;Anual;56778.0;42;4;Goya;Salamanca
2020;Anual;55488.0;42;4;Goya;Salamanca
2013;Anual;26632.9861534921;204;20;Arcos;San Blas - Canillejas
2014;Anual;26734.8886050247;204;20;Arcos;San Blas - Canillejas
2015;Anual;28111.3514107266;204;20;Arcos;San Blas - Canillejas
2016;Anual;28801.0;204;20;Arcos;San Blas - Canillejas
2017;Anual;29659.0;204;20;Arcos;San Blas - Canillejas
2018;Anual;31150.0;204;20;Arcos;San Blas - Canillejas
2019;Anual;32849.0;204;20;Arcos;San Blas - Canillejas
2020;Anual;32835.0;204;20;Arcos;San Blas - Canillejas
2013;Anual;31912.671136554;11;1;Palacio;Centro
2014;Anual;32445.4549182297;11;1;Palacio;Centro
2015;Anual;34675.8479134597;11;1;Palacio;Centro
2016;Anual;35509.0;11;1;Palacio;Centro
2017;Anual;36357.0;11;1;Palacio;Centro
2018;Anual;38974.0;11;1;Palacio;Centro
2019;Anual;41769.0;11;1;Palacio;Centro
2020;Anual;39390.0;11;1;Palacio;Centro
2013;Anual;43021.3492185955;34;3;Ibiza;Retiro
2014;Anual;44355.7600164944;34;3;Ibiza;Retiro
2015;Anual;45561.1376637797;34;3;Ibiza;Retiro
2016;Anual;46885.0;34;3;Ibiza;Retiro
2017;Anual;48231.0;34;3;Ibiza;Retiro
2018;Anual;50080.0;34;3;Ibiza;Retiro
2019;Anual;53090.0;34;3;Ibiza;Retiro
2020;Anual;52793.0;34;3;Ibiza;Retiro
2013;Anual;61916.3198690909;35;3;Los Jerónimos;Retiro
2014;Anual;68950.3503014706;35;3;Los Jerónimos;Retiro
2015;Anual;84955.3024479941;35;3;Los Jerónimos;Retiro
2016;Anual;69543.0;35;3;Los Jerónimos;Retiro
2017;Anual;70467.0;35;3;Los Jerónimos;Retiro
2018;Anual;72997.0;35;3;Los Jerónimos;Retiro
2019;Anual;73498.0;35;3;Los Jerónimos;Retiro
2020;Anual;71312.0;35;3;Los Jerónimos;Retiro
2013;Anual;56529.395522826;33;3;Estrella;Retiro
2014;Anual;57297.0806038931;33;3;Estrella;Retiro
2015;Anual;58249.1444892188;33;3;Estrella;Retiro
2016;Anual;59503.0;33;3;Estrella;Retiro
2017;Anual;60386.0;33;3;Estrella;Retiro
2018;Anual;63495.0;33;3;Estrella;Retiro
2019;Anual;63691.0;33;3;Estrella;Retiro
2020;Anual;62973.0;33;3;Estrella;Retiro
2013;Anual;27377.5178430296;16;1;Sol;Centro
2014;Anual;27706.5462890301;16;1;Sol;Centro
2015;Anual;30935.8043113426;16;1;Sol;Centro
2016;Anual;31684.0;16;1;Sol;Centro
2017;Anual;32599.0;16;1;Sol;Centro
2018;Anual;35057.0;16;1;Sol;Centro
2019;Anual;36717.0;16;1;Sol;Centro
2020;Anual;34704.0;16;1;Sol;Centro
2013;Anual;32410.5625925926;13;1;Cortes;Centro
2014;Anual;32402.8497833656;13;1;Cortes;Centro
2015;Anual;34952.6798046567;13;1;Cortes;Centro
2016;Anual;37427.0;13;1;Cortes;Centro
2017;Anual;37725.0;13;1;Cortes;Centro
2018;Anual;40963.0;13;1;Cortes;Centro
2019;Anual;42477.0;13;1;Cortes;Centro
2020;Anual;40008.0;13;1;Cortes;Centro
2013;Anual;34725.9356959887;144;14;Media Legua;Moratalaz
2014;Anual;34987.6957813822;144;14;Media Legua;Moratalaz
2015;Anual;35438.8711740488;144;14;Media Legua;Moratalaz
2016;Anual;35922.0;144;14;Media Legua;Moratalaz
2017;Anual;36404.0;144;14;Media Legua;Moratalaz
2018;Anual;37694.0;144;14;Media Legua;Moratalaz
2019;Anual;38529.0;144;14;Media Legua;Moratalaz
2020;Anual;38562.0;144;14;Media Legua;Moratalaz
2013;Anual;26531.9197812573;102;10;Puerta del Ángel;Latina
2014;Anual;26496.7473179198;102;10;Puerta del Ángel;Latina
2015;Anual;27913.6339112543;102;10;Puerta del Ángel;Latina
2016;Anual;28421.0;102;10;Puerta del Ángel;Latina
2017;Anual;28661.0;102;10;Puerta del Ángel;Latina
2018;Anual;29648.0;102;10;Puerta del Ángel;Latina
2019;Anual;31159.0;102;10;Puerta del Ángel;Latina
2020;Anual;30717.0;102;10;Puerta del Ángel;Latina
2013;Anual;65003.1873283825;36;3;Niño Jesús;Retiro
2014;Anual;69740.3812244529;36;3;Niño Jesús;Retiro
2015;Anual;69100.1609099165;36;3;Niño Jesús;Retiro
2016;Anual;68049.0;36;3;Niño Jesús;Retiro
2017;Anual;67780.0;36;3;Niño Jesús;Retiro
2018;Anual;70945.0;36;3;Niño Jesús;Retiro
2019;Anual;73479.0;36;3;Niño Jesús;Retiro
2020;Anual;72311.0;36;3;Niño Jesús;Retiro
2013;Anual;39432.6247998511;143;14;Marroquina;Moratalaz
2014;Anual;39335.1655374289;143;14;Marroquina;Moratalaz
2015;Anual;40428.4098530513;143;14;Marroquina;Moratalaz
2016;Anual;40510.0;143;14;Marroquina;Moratalaz
2017;Anual;41108.0;143;14;Marroquina;Moratalaz
2018;Anual;42559.0;143;14;Marroquina;Moratalaz
2019;Anual;43492.0;143;14;Marroquina;Moratalaz
2020;Anual;43531.0;143;14;Marroquina;Moratalaz
2013;Anual;23917.9716060291;12;1;Embajadores;Centro
2014;Anual;23833.4106685303;12;1;Embajadores;Centro
2015;Anual;25999.8327430822;12;1;Embajadores;Centro
2016;Anual;26762.0;12;1;Embajadores;Centro
2017;Anual;27655.0;12;1;Embajadores;Centro
2018;Anual;29472.0;12;1;Embajadores;Centro
2019;Anual;31537.0;12;1;Embajadores;Centro
2020;Anual;30825.0;12;1;Embajadores;Centro
2013;Anual;39919.8051248313;21;2;Imperial;Arganzuela
2014;Anual;41022.2174894381;21;2;Imperial;Arganzuela
2015;Anual;41950.8120458647;21;2;Imperial;Arganzuela
2016;Anual;43145.0;21;2;Imperial;Arganzuela
2017;Anual;44101.0;21;2;Imperial;Arganzuela
2018;Anual;46879.0;21;2;Imperial;Arganzuela
2019;Anual;46989.0;21;2;Imperial;Arganzuela
2020;Anual;46721.0;21;2;Imperial;Arganzuela
2013;Anual;41912.7153559795;142;14;Horcajo;Moratalaz
2014;Anual;41991.1179145379;142;14;Horcajo;Moratalaz
2015;Anual;45040.7301922175;142;14;Horcajo;Moratalaz
2016;Anual;45263.0;142;14;Horcajo;Moratalaz
2017;Anual;46289.0;142;14;Horcajo;Moratalaz
2018;Anual;47612.0;142;14;Horcajo;Moratalaz
2019;Anual;49359.0;142;14;Horcajo;Moratalaz
2020;Anual;50026.0;142;14;Horcajo;Moratalaz
2013;Anual;29069.1418602968;103;10;Lucero;Latina
2014;Anual;29135.6636269543;103;10;Lucero;Latina
2015;Anual;30075.7055536143;103;10;Lucero;Latina
2016;Anual;30371.0;103;10;Lucero;Latina
2017;Anual;30910.0;103;10;Lucero;Latina
2018;Anual;31918.0;103;10;Lucero;Latina
2019;Anual;33464.0;103;10;Lucero;Latina
2020;Anual;33514.0;103;10;Lucero;Latina
2013;Anual;28551.2156833934;146;14;Vinateros;Moratalaz
2014;Anual;28287.0183905967;146;14;Vinateros;Moratalaz
2015;Anual;29156.1159960856;146;14;Vinateros;Moratalaz
2016;Anual;29537.0;146;14;Vinateros;Moratalaz
2017;Anual;29627.0;146;14;Vinateros;Moratalaz
2018;Anual;30745.0;146;14;Vinateros;Moratalaz
2019;Anual;32014.0;146;14;Vinateros;Moratalaz
2020;Anual;32218.0;146;14;Vinateros;Moratalaz
2013;Anual;27624.3561544523;101;10;Los Cármenes;Latina
2014;Anual;27725.3737872607;101;10;Los Cármenes;Latina
2015;Anual;29540.9576941288;101;10;Los Cármenes;Latina
2016;Anual;29973.0;101;10;Los Cármenes;Latina
2017;Anual;30190.0;101;10;Los Cármenes;Latina
2018;Anual;31467.0;101;10;Los Cármenes;Latina
2019;Anual;32981.0;101;10;Los Cármenes;Latina
2020;Anual;32487.0;101;10;Los Cármenes;Latina
2013;Anual;34606.5870913462;27;2;Atocha;Arganzuela
2014;Anual;36648.5704842615;27;2;Atocha;Arganzuela
2015;Anual;37939.2847228916;27;2;Atocha;Arganzuela
