Anio;Periodo;DatoAutonomosHombres;DatoAutonomosMujer;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2021;Anual;1.690;872;104;10;Aluche;Latina
2022;Anual;1.611;852;104;10;Aluche;Latina
2010;Anual;548;297;25;2;Delicias;Arganzuela
2011;Anual;550;299;25;2;Delicias;Arganzuela
2012;Anual;494;248;25;2;Delicias;Arganzuela
2013;Anual;522;266;25;2;Delicias;Arganzuela
2014;Anual;591;306;25;2;Delicias;Arganzuela
2015;Anual;633;323;25;2;Delicias;Arganzuela
2016;Anual;665;349;25;2;Delicias;Arganzuela
2017;Anual;725;393;25;2;Delicias;Arganzuela
2018;Anual;554;298;25;2;Delicias;Arganzuela
2019;Anual;845;476;25;2;Delicias;Arganzuela
2020;Anual;868;507;25;2;Delicias;Arganzuela
2021;Anual;855;487;25;2;Delicias;Arganzuela
2022;Anual;849;495;25;2;Delicias;Arganzuela
2010;Anual;518;232;23;2;Chopera;Arganzuela
2011;Anual;496;230;23;2;Chopera;Arganzuela
2012;Anual;441;195;23;2;Chopera;Arganzuela
2013;Anual;467;224;23;2;Chopera;Arganzuela
2014;Anual;531;259;23;2;Chopera;Arganzuela
2015;Anual;548;273;23;2;Chopera;Arganzuela
2016;Anual;545;271;23;2;Chopera;Arganzuela
2017;Anual;575;304;23;2;Chopera;Arganzuela
2018;Anual;436;213;23;2;Chopera;Arganzuela
2019;Anual;616;331;23;2;Chopera;Arganzuela
2020;Anual;623;359;23;2;Chopera;Arganzuela
2021;Anual;592;358;23;2;Chopera;Arganzuela
2022;Anual;592;352;23;2;Chopera;Arganzuela
2010;Anual;386;155;105;10;Campamento;Latina
2011;Anual;368;143;105;10;Campamento;Latina
2012;Anual;315;117;105;10;Campamento;Latina
2013;Anual;325;124;105;10;Campamento;Latina
2014;Anual;372;147;105;10;Campamento;Latina
2015;Anual;363;154;105;10;Campamento;Latina
2016;Anual;357;161;105;10;Campamento;Latina
2017;Anual;406;169;105;10;Campamento;Latina
2018;Anual;345;155;105;10;Campamento;Latina
2019;Anual;460;194;105;10;Campamento;Latina
2020;Anual;473;206;105;10;Campamento;Latina
2021;Anual;445;189;105;10;Campamento;Latina
2022;Anual;422;199;105;10;Campamento;Latina
2010;Anual;632;285;111;11;Comillas;Carabanchel
2011;Anual;618;289;111;11;Comillas;Carabanchel
2012;Anual;558;272;111;11;Comillas;Carabanchel
2013;Anual;588;274;111;11;Comillas;Carabanchel
2014;Anual;634;299;111;11;Comillas;Carabanchel
2015;Anual;665;303;111;11;Comillas;Carabanchel
2016;Anual;664;314;111;11;Comillas;Carabanchel
2017;Anual;703;370;111;11;Comillas;Carabanchel
2018;Anual;485;244;111;11;Comillas;Carabanchel
2019;Anual;803;412;111;11;Comillas;Carabanchel
2020;Anual;826;407;111;11;Comillas;Carabanchel
2021;Anual;793;372;111;11;Comillas;Carabanchel
2022;Anual;747;382;111;11;Comillas;Carabanchel
2010;Anual;551;225;135;13;Portazgo;Puente de Vallecas
2011;Anual;543;232;135;13;Portazgo;Puente de Vallecas
2012;Anual;460;188;135;13;Portazgo;Puente de Vallecas
2013;Anual;482;203;135;13;Portazgo;Puente de Vallecas
2014;Anual;508;245;135;13;Portazgo;Puente de Vallecas
2015;Anual;514;265;135;13;Portazgo;Puente de Vallecas
2016;Anual;514;284;135;13;Portazgo;Puente de Vallecas
2017;Anual;570;289;135;13;Portazgo;Puente de Vallecas
2018;Anual;544;298;135;13;Portazgo;Puente de Vallecas
2019;Anual;674;334;135;13;Portazgo;Puente de Vallecas
2020;Anual;701;356;135;13;Portazgo;Puente de Vallecas
2021;Anual;687;337;135;13;Portazgo;Puente de Vallecas
2022;Anual;668;339;135;13;Portazgo;Puente de Vallecas
2010;Anual;955;363;132;13;San Diego;Puente de Vallecas
2011;Anual;1.016;388;132;13;San Diego;Puente de Vallecas
2012;Anual;965;368;132;13;San Diego;Puente de Vallecas
2013;Anual;959;401;132;13;San Diego;Puente de Vallecas
2014;Anual;1.033;484;132;13;San Diego;Puente de Vallecas
2015;Anual;1.010;503;132;13;San Diego;Puente de Vallecas
2016;Anual;976;479;132;13;San Diego;Puente de Vallecas
2017;Anual;1.095;524;132;13;San Diego;Puente de Vallecas
2018;Anual;887;409;132;13;San Diego;Puente de Vallecas
2019;Anual;1.190;561;132;13;San Diego;Puente de Vallecas
2020;Anual;1.254;610;132;13;San Diego;Puente de Vallecas
2021;Anual;1.224;597;132;13;San Diego;Puente de Vallecas
2022;Anual;1.171;588;132;13;San Diego;Puente de Vallecas
2010;Anual;863;374;112;11;Opañel;Carabanchel
2011;Anual;863;379;112;11;Opañel;Carabanchel
2012;Anual;768;329;112;11;Opañel;Carabanchel
2013;Anual;787;367;112;11;Opañel;Carabanchel
2014;Anual;868;391;112;11;Opañel;Carabanchel
2015;Anual;880;413;112;11;Opañel;Carabanchel
2016;Anual;877;424;112;11;Opañel;Carabanchel
2017;Anual;926;437;112;11;Opañel;Carabanchel
2018;Anual;639;305;112;11;Opañel;Carabanchel
2019;Anual;1.038;508;112;11;Opañel;Carabanchel
2020;Anual;1.032;517;112;11;Opañel;Carabanchel
2021;Anual;1.036;495;112;11;Opañel;Carabanchel
2022;Anual;988;497;112;11;Opañel;Carabanchel
2010;Anual;670;286;125;12;Moscardó;Usera
2011;Anual;676;294;125;12;Moscardó;Usera
2012;Anual;594;251;125;12;Moscardó;Usera
2013;Anual;587;282;125;12;Moscardó;Usera
2014;Anual;618;331;125;12;Moscardó;Usera
2015;Anual;622;341;125;12;Moscardó;Usera
2016;Anual;642;357;125;12;Moscardó;Usera
2017;Anual;690;350;125;12;Moscardó;Usera
2018;Anual;530;264;125;12;Moscardó;Usera
2019;Anual;776;413;125;12;Moscardó;Usera
2020;Anual;821;442;125;12;Moscardó;Usera
2021;Anual;794;422;125;12;Moscardó;Usera
2022;Anual;783;422;125;12;Moscardó;Usera
2010;Anual;369;188;24;2;Legazpi;Arganzuela
2011;Anual;361;193;24;2;Legazpi;Arganzuela
2012;Anual;314;170;24;2;Legazpi;Arganzuela
2013;Anual;337;179;24;2;Legazpi;Arganzuela
2014;Anual;369;219;24;2;Legazpi;Arganzuela
2015;Anual;374;234;24;2;Legazpi;Arganzuela
2016;Anual;386;242;24;2;Legazpi;Arganzuela
2017;Anual;429;259;24;2;Legazpi;Arganzuela
2018;Anual;312;176;24;2;Legazpi;Arganzuela
2019;Anual;480;323;24;2;Legazpi;Arganzuela
2020;Anual;514;330;24;2;Legazpi;Arganzuela
2021;Anual;504;339;24;2;Legazpi;Arganzuela
2022;Anual;514;347;24;2;Legazpi;Arganzuela
2010;Anual;633;264;133;13;Palomeras Bajas;Puente de Vallecas
2011;Anual;652;270;133;13;Palomeras Bajas;Puente de Vallecas
2012;Anual;587;236;133;13;Palomeras Bajas;Puente de Vallecas
2013;Anual;594;247;133;13;Palomeras Bajas;Puente de Vallecas
2014;Anual;604;285;133;13;Palomeras Bajas;Puente de Vallecas
2015;Anual;620;314;133;13;Palomeras Bajas;Puente de Vallecas
2016;Anual;637;306;133;13;Palomeras Bajas;Puente de Vallecas
2017;Anual;670;322;133;13;Palomeras Bajas;Puente de Vallecas
2018;Anual;568;243;133;13;Palomeras Bajas;Puente de Vallecas
2019;Anual;758;382;133;13;Palomeras Bajas;Puente de Vallecas
2020;Anual;822;424;133;13;Palomeras Bajas;Puente de Vallecas
2021;Anual;819;406;133;13;Palomeras Bajas;Puente de Vallecas
2022;Anual;788;397;133;13;Palomeras Bajas;Puente de Vallecas
2010;Anual;754;270;134;13;Palomeras Sureste;Puente de Vallecas
2011;Anual;737;287;134;13;Palomeras Sureste;Puente de Vallecas
2012;Anual;658;254;134;13;Palomeras Sureste;Puente de Vallecas
2013;Anual;662;238;134;13;Palomeras Sureste;Puente de Vallecas
2014;Anual;671;266;134;13;Palomeras Sureste;Puente de Vallecas
2015;Anual;688;295;134;13;Palomeras Sureste;Puente de Vallecas
2016;Anual;708;308;134;13;Palomeras Sureste;Puente de Vallecas
2017;Anual;763;330;134;13;Palomeras Sureste;Puente de Vallecas
2018;Anual;611;283;134;13;Palomeras Sureste;Puente de Vallecas
2019;Anual;840;383;134;13;Palomeras Sureste;Puente de Vallecas
2020;Anual;888;415;134;13;Palomeras Sureste;Puente de Vallecas
2021;Anual;868;378;134;13;Palomeras Sureste;Puente de Vallecas
2022;Anual;864;381;134;13;Palomeras Sureste;Puente de Vallecas
2010;Anual;845;397;107;10;Águilas;Latina
2011;Anual;868;426;107;10;Águilas;Latina
2012;Anual;746;379;107;10;Águilas;Latina
2013;Anual;786;420;107;10;Águilas;Latina
2014;Anual;859;452;107;10;Águilas;Latina
2015;Anual;888;472;107;10;Águilas;Latina
2016;Anual;885;483;107;10;Águilas;Latina
2017;Anual;963;519;107;10;Águilas;Latina
2018;Anual;840;529;107;10;Águilas;Latina
2019;Anual;1.006;559;107;10;Águilas;Latina
2020;Anual;1.009;584;107;10;Águilas;Latina
2021;Anual;980;543;107;10;Águilas;Latina
2022;Anual;947;540;107;10;Águilas;Latina
2010;Anual;585;196;131;13;Entrevías;Puente de Vallecas
2011;Anual;563;213;131;13;Entrevías;Puente de Vallecas
2012;Anual;562;212;131;13;Entrevías;Puente de Vallecas
2013;Anual;561;210;131;13;Entrevías;Puente de Vallecas
2014;Anual;576;240;131;13;Entrevías;Puente de Vallecas
2015;Anual;557;260;131;13;Entrevías;Puente de Vallecas
2016;Anual;572;250;131;13;Entrevías;Puente de Vallecas
2017;Anual;619;285;131;13;Entrevías;Puente de Vallecas
2018;Anual;468;226;131;13;Entrevías;Puente de Vallecas
2019;Anual;698;305;131;13;Entrevías;Puente de Vallecas
2020;Anual;756;322;131;13;Entrevías;Puente de Vallecas
2021;Anual;745;312;131;13;Entrevías;Puente de Vallecas
2022;Anual;716;300;131;13;Entrevías;Puente de Vallecas
2010;Anual;1.239;616;114;11;Vista Alegre;Carabanchel
2011;Anual;1.236;614;114;11;Vista Alegre;Carabanchel
2012;Anual;1.079;531;114;11;Vista Alegre;Carabanchel
2013;Anual;1.121;586;114;11;Vista Alegre;Carabanchel
2014;Anual;1.180;634;114;11;Vista Alegre;Carabanchel
2015;Anual;1.231;695;114;11;Vista Alegre;Carabanchel
2016;Anual;1.238;683;114;11;Vista Alegre;Carabanchel
2017;Anual;1.305;718;114;11;Vista Alegre;Carabanchel
2018;Anual;1.054;508;114;11;Vista Alegre;Carabanchel
2019;Anual;1.397;769;114;11;Vista Alegre;Carabanchel
2020;Anual;1.429;803;114;11;Vista Alegre;Carabanchel
2021;Anual;1.382;750;114;11;Vista Alegre;Carabanchel
2022;Anual;1.332;739;114;11;Vista Alegre;Carabanchel
2010;Anual;411;172;182;18;Santa Eugenia;Villa de Vallecas
2011;Anual;431;182;182;18;Santa Eugenia;Villa de Vallecas
2012;Anual;376;142;182;18;Santa Eugenia;Villa de Vallecas
2013;Anual;380;160;182;18;Santa Eugenia;Villa de Vallecas
2014;Anual;406;181;182;18;Santa Eugenia;Villa de Vallecas
2015;Anual;416;199;182;18;Santa Eugenia;Villa de Vallecas
2016;Anual;415;206;182;18;Santa Eugenia;Villa de Vallecas
2017;Anual;441;218;182;18;Santa Eugenia;Villa de Vallecas
2018;Anual;320;164;182;18;Santa Eugenia;Villa de Vallecas
2019;Anual;509;256;182;18;Santa Eugenia;Villa de Vallecas
2020;Anual;528;282;182;18;Santa Eugenia;Villa de Vallecas
2021;Anual;505;282;182;18;Santa Eugenia;Villa de Vallecas
2022;Anual;478;284;182;18;Santa Eugenia;Villa de Vallecas
2010;Anual;487;235;124;12;Almendrales;Usera
2011;Anual;464;221;124;12;Almendrales;Usera
2012;Anual;402;184;124;12;Almendrales;Usera
2013;Anual;413;206;124;12;Almendrales;Usera
2014;Anual;461;221;124;12;Almendrales;Usera
2015;Anual;475;247;124;12;Almendrales;Usera
2016;Anual;510;237;124;12;Almendrales;Usera
2017;Anual;524;266;124;12;Almendrales;Usera
2018;Anual;372;173;124;12;Almendrales;Usera
2019;Anual;543;301;124;12;Almendrales;Usera
2020;Anual;568;315;124;12;Almendrales;Usera
2021;Anual;565;302;124;12;Almendrales;Usera
2022;Anual;571;299;124;12;Almendrales;Usera
2010;Anual;669;310;115;11;Puerta Bonita;Carabanchel
2011;Anual;644;307;115;11;Puerta Bonita;Carabanchel
2012;Anual;580;261;115;11;Puerta Bonita;Carabanchel
2013;Anual;610;262;115;11;Puerta Bonita;Carabanchel
2014;Anual;653;291;115;11;Puerta Bonita;Carabanchel
2015;Anual;664;304;115;11;Puerta Bonita;Carabanchel
2016;Anual;694;315;115;11;Puerta Bonita;Carabanchel
2017;Anual;732;343;115;11;Puerta Bonita;Carabanchel
2018;Anual;585;276;115;11;Puerta Bonita;Carabanchel
2019;Anual;791;370;115;11;Puerta Bonita;Carabanchel
2020;Anual;810;396;115;11;Puerta Bonita;Carabanchel
2021;Anual;790;376;115;11;Puerta Bonita;Carabanchel
2022;Anual;783;365;115;11;Puerta Bonita;Carabanchel
2010;Anual;543;242;117;11;Abrantes;Carabanchel
2011;Anual;585;246;117;11;Abrantes;Carabanchel
2012;Anual;512;205;117;11;Abrantes;Carabanchel
2013;Anual;541;223;117;11;Abrantes;Carabanchel
2014;Anual;591;255;117;11;Abrantes;Carabanchel
2015;Anual;609;257;117;11;Abrantes;Carabanchel
2016;Anual;642;278;117;11;Abrantes;Carabanchel
2017;Anual;717;297;117;11;Abrantes;Carabanchel
2018;Anual;465;167;117;11;Abrantes;Carabanchel
2019;Anual;863;326;117;11;Abrantes;Carabanchel
2020;Anual;901;343;117;11;Abrantes;Carabanchel
2021;Anual;855;330;117;11;Abrantes;Carabanchel
2022;Anual;802;333;117;11;Abrantes;Carabanchel
2010;Anual;598;248;127;12;Pradolongo;Usera
2011;Anual;496;226;127;12;Pradolongo;Usera
2012;Anual;427;177;127;12;Pradolongo;Usera
2013;Anual;451;198;127;12;Pradolongo;Usera
2014;Anual;476;222;127;12;Pradolongo;Usera
2015;Anual;485;246;127;12;Pradolongo;Usera
2016;Anual;488;250;127;12;Pradolongo;Usera
2017;Anual;519;255;127;12;Pradolongo;Usera
2018;Anual;490;229;127;12;Pradolongo;Usera
2019;Anual;567;279;127;12;Pradolongo;Usera
2020;Anual;580;307;127;12;Pradolongo;Usera
2021;Anual;541;292;127;12;Pradolongo;Usera
2022;Anual;542;300;127;12;Pradolongo;Usera
2010;Anual;289;85;126;12;Zofío;Usera
2011;Anual;288;86;126;12;Zofío;Usera
2012;Anual;248;79;126;12;Zofío;Usera
2013;Anual;250;83;126;12;Zofío;Usera
2014;Anual;255;89;126;12;Zofío;Usera
2015;Anual;281;113;126;12;Zofío;Usera
2016;Anual;281;123;126;12;Zofío;Usera
2017;Anual;306;124;126;12;Zofío;Usera
2018;Anual;254;108;126;12;Zofío;Usera
2019;Anual;354;130;126;12;Zofío;Usera
2020;Anual;374;148;126;12;Zofío;Usera
2021;Anual;347;132;126;12;Zofío;Usera
2022;Anual;329;125;126;12;Zofío;Usera
2010;Anual;171;60;122;12;Orcasur;Usera
2011;Anual;170;66;122;12;Orcasur;Usera
2012;Anual;149;62;122;12;Orcasur;Usera
2013;Anual;147;58;122;12;Orcasur;Usera
2014;Anual;141;60;122;12;Orcasur;Usera
2015;Anual;161;62;122;12;Orcasur;Usera
2016;Anual;180;65;122;12;Orcasur;Usera
2017;Anual;194;73;122;12;Orcasur;Usera
2018;Anual;141;78;122;12;Orcasur;Usera
2019;Anual;212;96;122;12;Orcasur;Usera
2020;Anual;241;96;122;12;Orcasur;Usera
2021;Anual;236;90;122;12;Orcasur;Usera
2022;Anual;228;96;122;12;Orcasur;Usera
2010;Anual;1.019;415;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2011;Anual;1.061;436;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2012;Anual;994;413;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2013;Anual;1.080;454;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2014;Anual;1.214;571;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2015;Anual;1.277;606;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2016;Anual;1.345;636;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2017;Anual;1.532;692;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2018;Anual;918;398;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2019;Anual;1.138;494;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2020;Anual;1.157;515;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2021;Anual;1.131;513;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2022;Anual;1.100;492;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2010;Anual;297;126;123;12;San Fermín;Usera
2011;Anual;309;129;123;12;San Fermín;Usera
2012;Anual;288;110;123;12;San Fermín;Usera
2013;Anual;285;111;123;12;San Fermín;Usera
2014;Anual;291;129;123;12;San Fermín;Usera
2015;Anual;312;137;123;12;San Fermín;Usera
2016;Anual;339;160;123;12;San Fermín;Usera
2017;Anual;365;170;123;12;San Fermín;Usera
2018;Anual;273;123;123;12;San Fermín;Usera
2019;Anual;457;218;123;12;San Fermín;Usera
2020;Anual;492;235;123;12;San Fermín;Usera
2021;Anual;467;231;123;12;San Fermín;Usera
2022;Anual;481;230;123;12;San Fermín;Usera
2010;Anual;30;10;106;10;Cuatro Vientos;Latina
2011;Anual;32;14;106;10;Cuatro Vientos;Latina
2012;Anual;32;16;106;10;Cuatro Vientos;Latina
2013;Anual;42;20;106;10;Cuatro Vientos;Latina
2014;Anual;51;28;106;10;Cuatro Vientos;Latina
2015;Anual;68;31;106;10;Cuatro Vientos;Latina
2016;Anual;84;38;106;10;Cuatro Vientos;Latina
2017;Anual;85;42;106;10;Cuatro Vientos;Latina
2018;Anual;69;31;106;10;Cuatro Vientos;Latina
2019;Anual;105;54;106;10;Cuatro Vientos;Latina
2020;Anual;111;61;106;10;Cuatro Vientos;Latina
2021;Anual;102;53;106;10;Cuatro Vientos;Latina
2022;Anual;103;49;106;10;Cuatro Vientos;Latina
2010;Anual;797;355;116;11;Buenavista;Carabanchel
2011;Anual;816;390;116;11;Buenavista;Carabanchel
2012;Anual;740;352;116;11;Buenavista;Carabanchel
2013;Anual;772;368;116;11;Buenavista;Carabanchel
2014;Anual;891;432;116;11;Buenavista;Carabanchel
2015;Anual;929;467;116;11;Buenavista;Carabanchel
2016;Anual;966;491;116;11;Buenavista;Carabanchel
2017;Anual;1.056;516;116;11;Buenavista;Carabanchel
2018;Anual;784;344;116;11;Buenavista;Carabanchel
2019;Anual;1.138;575;116;11;Buenavista;Carabanchel
2020;Anual;1.240;567;116;11;Buenavista;Carabanchel
2021;Anual;1.200;551;116;11;Buenavista;Carabanchel
2022;Anual;1.148;555;116;11;Buenavista;Carabanchel
2017;Anual;0;0;183;18;Ensanche de Vallecas;Villa de Vallecas
2018;Anual;291;132;183;18;Ensanche de Vallecas;Villa de Vallecas
2019;Anual;701;377;183;18;Ensanche de Vallecas;Villa de Vallecas
2020;Anual;809;473;183;18;Ensanche de Vallecas;Villa de Vallecas
2021;Anual;831;451;183;18;Ensanche de Vallecas;Villa de Vallecas
2022;Anual;803;449;183;18;Ensanche de Vallecas;Villa de Vallecas
2010;Anual;250;90;121;12;Orcasitas;Usera
2011;Anual;259;103;121;12;Orcasitas;Usera
2012;Anual;238;89;121;12;Orcasitas;Usera
2013;Anual;243;101;121;12;Orcasitas;Usera
2014;Anual;255;120;121;12;Orcasitas;Usera
2015;Anual;276;130;121;12;Orcasitas;Usera
2016;Anual;271;144;121;12;Orcasitas;Usera
2017;Anual;302;135;121;12;Orcasitas;Usera
2018;Anual;280;132;121;12;Orcasitas;Usera
2019;Anual;358;169;121;12;Orcasitas;Usera
2020;Anual;386;193;121;12;Orcasitas;Usera
2021;Anual;391;172;121;12;Orcasitas;Usera
2022;Anual;374;175;121;12;Orcasitas;Usera
2010;Anual;1.196;518;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2011;Anual;1.223;506;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2012;Anual;1.105;435;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2013;Anual;1.138;473;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2014;Anual;1.205;532;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2015;Anual;1.147;501;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2016;Anual;1.145;518;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2017;Anual;1.274;539;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2018;Anual;1.096;441;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2019;Anual;1.397;613;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2020;Anual;1.436;661;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2021;Anual;1.413;632;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2022;Anual;1.416;655;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2010;Anual;585;237;174;17;Los Rosales;Villaverde
2011;Anual;605;246;174;17;Los Rosales;Villaverde
2012;Anual;496;209;174;17;Los Rosales;Villaverde
2013;Anual;502;225;174;17;Los Rosales;Villaverde
2014;Anual;567;252;174;17;Los Rosales;Villaverde
2015;Anual;604;275;174;17;Los Rosales;Villaverde
2016;Anual;606;285;174;17;Los Rosales;Villaverde
2017;Anual;638;290;174;17;Los Rosales;Villaverde
2018;Anual;542;255;174;17;Los Rosales;Villaverde
2019;Anual;760;354;174;17;Los Rosales;Villaverde
2020;Anual;798;397;174;17;Los Rosales;Villaverde
2021;Anual;764;373;174;17;Los Rosales;Villaverde
2022;Anual;758;372;174;17;Los Rosales;Villaverde
2010;Anual;465;240;175;17;Ángeles;Villaverde
2011;Anual;458;239;175;17;Ángeles;Villaverde
2012;Anual;390;205;175;17;Ángeles;Villaverde
2013;Anual;392;230;175;17;Ángeles;Villaverde
2014;Anual;425;247;175;17;Ángeles;Villaverde
2015;Anual;527;273;175;17;Ángeles;Villaverde
2016;Anual;560;281;175;17;Ángeles;Villaverde
2017;Anual;686;338;175;17;Ángeles;Villaverde
2018;Anual;552;285;175;17;Ángeles;Villaverde
2019;Anual;783;381;175;17;Ángeles;Villaverde
2020;Anual;794;426;175;17;Ángeles;Villaverde
2021;Anual;806;429;175;17;Ángeles;Villaverde
2022;Anual;809;419;175;17;Ángeles;Villaverde
2010;Anual;171;84;173;17;Butarque;Villaverde
2011;Anual;176;87;173;17;Butarque;Villaverde
2012;Anual;167;74;173;17;Butarque;Villaverde
2013;Anual;172;81;173;17;Butarque;Villaverde
2014;Anual;174;108;173;17;Butarque;Villaverde
2015;Anual;178;107;173;17;Butarque;Villaverde
2016;Anual;201;127;173;17;Butarque;Villaverde
2017;Anual;233;132;173;17;Butarque;Villaverde
2018;Anual;142;85;173;17;Butarque;Villaverde
2019;Anual;302;162;173;17;Butarque;Villaverde
2020;Anual;333;181;173;17;Butarque;Villaverde
2021;Anual;324;171;173;17;Butarque;Villaverde
2022;Anual;343;171;173;17;Butarque;Villaverde
2010;Anual;99;57;172;17;San Cristóbal;Villaverde
2011;Anual;106;59;172;17;San Cristóbal;Villaverde
2012;Anual;95;49;172;17;San Cristóbal;Villaverde
2013;Anual;99;47;172;17;San Cristóbal;Villaverde
2014;Anual;101;57;172;17;San Cristóbal;Villaverde
2015;Anual;107;54;172;17;San Cristóbal;Villaverde
2016;Anual;123;54;172;17;San Cristóbal;Villaverde
2017;Anual;161;69;172;17;San Cristóbal;Villaverde
2018;Anual;220;117;172;17;San Cristóbal;Villaverde
2019;Anual;200;85;172;17;San Cristóbal;Villaverde
2020;Anual;230;90;172;17;San Cristóbal;Villaverde
2021;Anual;217;85;172;17;San Cristóbal;Villaverde
2022;Anual;201;82;172;17;San Cristóbal;Villaverde
